DESC_ID	ingredient_name	translate_status	one_liner	one_liner_kr	bottom_line_en	bottom_line_kr	upside_en	upside_kr	downside_en	downside_kr	mechnism_en	mechnism_kr	pharmacist_tips	pharmacist_tips_kr
300	Fingolimod	2_검수(1차)	Treats relapsing forms of multiple sclerosis.	재발성 다발성골수종을 치료합니다.	Gilenya (fingolimod) reduces the number of flare-ups, new brain lesions, and physical changes in relapsing MS, but it has many side effects.	재발성 다발성골수종의 급성 악화와 뇌의 새로운 병변 수, 신체적 변화를 감소시키지만, 많은 부작용이 나타납니다.	['Gilenya (fingolimod) is the first once-daily pill you can take for relapsing forms of MS.', 'Gilenya (fingolimod) lowers relapse rates and the number of new MS lesions better than the leading injectable.', 'Gilenya (fingolimod) takes up to 2 months to leave your body, which is much shorter than another oral medication Aubagio(teriflunomide), which can take up to 2 years.']	재발성 다발성골수종 치료제 중 처음으로 하루 한 번 먹는 약으로 개발된 약입니다.기존의 주사제보다 재발 빈도와 새로운 병변수를 낮추는데 더 효과적입니다.체내에서 제거되는 시간 2개월로, 2년이 걸리는 테리플루노미드(Teriflunomide) 성분의 약제에 비해 짧습니다	["Gilenya (fingolimod) takes up to 2 months to leave your body – much longer than a similar medication, Tecfidera (dimethyl fumarate), which takes only a few hours.If you haven't had chickenpox or been vaccinated for it yet, you'll need to get the vaccine at least 1 month before starting Gilenya (fingolimod).", 'Gilenya (fingolimod) might not be a good choice if you have kidney, liver, or heart problems.', "If you've stopped taking Gilenya (fingolimod) for 2 weeks or more, you'll have to take your first dose at your doctor's office when restarting."]	체내에서 제거되는데 2개월이 걸리며, 몇 시간안에 제거되는 디메틸푸마르산염(Dimethyl Fumarate) 성분의 약제 보다 오래 걸립니다. 수두에 걸린 적이 없거나 백신을 아직 맞지 않았다면 ***을 복용하기 적어도 1개월 전에 백신을 맞아야 합니다.신장, 간, 심장에 문제가 있다면 ***의 복용이 추천되지 않습니다.2주 이상 ***의 복용을 중지했다면, 복용을 다시 시작할 때 첫 복용은 병원에서 시작해야 합니다.	Gilenya (fingolimod) is an immune modulator. It blocks your white blood cells from attacking the nerves in your brain and spinal cord.	***은 면역기능 조절약입니다. 뇌와 척수의 신경을 공격하는 백혈구를 억제합니다.	['Take 1 capsule daily with or without food.', "It's very important you read the Gilenya (fingolimod) Medication Guide before starting the medicine so you understand the risks and benefits.", "Don't change your dose or stop taking Gilenya (fingolimod) without asking your doctor, as serious side effects can occur.", 'Gilenya (fingolimod) raises your risk of infections. Let your doctor know if you have signs of an infection such as fever, cough, or flu-like symptoms.', 'Talk to your doctor before you get vaccines, as there are certain types of vaccines you shouldn’t get.']	
301	Flibanserin	2_검수(1차)	Increases sex drive for women.	여성의 성욕을 증가시켜줍니다.	Addyi (flibanserin) treats premenopausal women that have low sex drive, but you can't drink any alcohol when you take it.	***은 성욕이 낮은 폐경기 여성의 성욕을 높여줍니다. 복용중엔 금주해야합니다.	["There aren't many side effects with Addyi (flibanserin) and they only last a few hours if you do have them.", 'You only take 1 pill a day.', "Addyi (flibanserin) did not show any weight gain in the medicine's studies.", 'This is the only medicine available that treats low sex drive so effectively.']	***은 부작용이 적으며 , 부작용이 나타나더라도 몇 시간 내에 사라집니다. 하루에 1정만 복용하면 됩니다. 체중 증가를 일으키지 않습니다.낮은 성욕을 효과적으로 높여주는 유일한 약입니다.	["You can't drink any alcohol at all while taking Addyi (flibanserin).", 'There is no generic available, so it is expensive.', 'Addyi (flibanserin) can take at least 4 weeks to start working.', "Addyi (flibanserin) can only be written by certain doctors and filled by certain pharmacies. You also need to sign a contract at your doctor's office promising not to drink alcohol and saying the doctor has told you about the serious side effects that can happen when you take Addyi (flibanserin).", 'Addyi (flibanserin) must be taken at bedtime because it can cause very low blood pressure and dizziness. Having sex at night after you take it makes you more likely to feel dizzy and pass out.']	***의 복용중엔 반드시 금주해야합니다. 효과가 나타나려면 최소 4주가 소요됩니다. 처방받아야 하는 약입니다. 혈압을 낮출수 있고 어지러움을 유발할 수 있으므로 취침전에 복용해야 합니다. ***의 복용후에 성관계를 가지면 어지럽거나 정신을 잃을 수 있습니다.	Addyi (flibanserin) affects certain serotonin receptors in the body. It is not known exactly how Addyi (flibanserin) increases sex drive.	***은 체내의 일부 세로토닌 수용체에 영향을 주지만 성욕을 증가시키는 정확한 기전에 대해선 아직 알려지지 않았습니다.	["Don't drink alcohol at any time when taking Addyi (flibanserin).", "Take this medicine at bedtime. Don't drive for at least 6 hours after taking it.", "Don't drink grapefruit juice at any time.", 'Can cause nausea, trouble sleeping, and dry mouth.', 'Call your doctor if you feel dizzy, feel very tired, or pass out.', "If you miss a dose, skip it and continue your normal dose the next day. Don't ever take a double dose."]	
302	fluconazole	2_검수(1차)	Treats yeast and other fungal infections.	효모균과 같은 진균감염을 치료해줍니다.	Diflucan (fluconazole) is a cheap and effective treatment for fungal infections.	***은 진균(곰팡이균) 감염 치료에 효과적인 약입니다.	['Available in a cheap generic version.', 'Single dose treatment for vaginal infections.', 'Available as a pill, liquid, or injection.']	한번 복용으로 질칸디다증을 치료할 수 있습니다.	['Excessive use of alcohol while on this medicine can harm your liver.', 'Can interfere with how other medicines work, especially birth control pills.']	***를 복용하는 동안 술을 마실 경우 간에 손상을 가할 수 있습니다.다른 약들의 작용을 방해할 수 있으며 특히 피임약의 작용에 영향을 줄 수 있습니다.증상이 많이좋아져도 끝까지 약을 복용해야 합니다. 만약 중간에 복용을 멈춘다면 균이 다시 번식할 수 있습니다.감염증이 완전히 치료될 때 까지는 성관계를 피해야 합니다.어지러움증, 구역, 설사 등의 부작용이 있을 수 있습니다.	Diflucan (fluconazole) interrupts production of fungal cell wall.	***는 진균이 세포의 방어벽을 합성하는 것을 방해하여 증식을 막습니다.	['Avoid having sex until vaginal yeast infection has cleared.', 'Finish the full course of treatment even if you start to feel better. Stopping too soon may cause the infection to come back.', 'Can make birth control pills less effective. Make sure to use another method (condoms, diaphragms) of birth control.', 'Can cause nausea, vomiting, diarrhea and headache.']	
303	Fludrocortisone	2_검수(1차)	Treats electrolyte imbalance.	전해질 불균형을 치료합니다. .	Fludrocortisone is one of the first choices used in Addison's disease to help maintain your electrolytes, but there are side effects.	*** 은 에디슨병에 쓰이는 1차 치료제로 체내 전해질 균형을 유지해주지만 부작용이 나타날 수 있습니다.	["Fludrocortisone is effective in correcting electrolyte imbalances associated with Addison's disease.", 'Generic is available.', 'Only need to take it once daily.']	*** 은 에디슨 병과 관련된 전해질 불균형을 치료하는데 효과적입니다.하루에 한 번만 복용하면 됩니다.	['Fludrocortisone can cause reactivation of old infections such as Hepatits B, C, or tuberculosis.', 'Fludrocortisone can make it easier for you to get sick.', 'Fludrocortisone can interact with other drugs and vaccines.', 'While on Fludrocortisone, you may need to have blood tests done for monitoring.']	***은 B형간염, C형 감염 또는 결핵같은 과거에 앓았던 감염증을 다시 활성화시킬 수 있습니다. ***은 다른 약물 및 백신과 상호작용을 일으킬 수 있습니다.***을 복용하는 동안 부작용으로 쉽게 아프거나 감염에 대한 민감성이 증가할 수 있습니다.***을 복용하는 동안 혈액 검사를 받아야할 수 있습니다.	Fludrocortisone is a corticosteroid that is similar to what your body naturally makes.  It is primarily used to maintain the sodium, potassium, and water balance in your body.	***은 체내에서 만들어지는 코르티코스테로이드와 유사합니다.  체내 나트륨, 칼륨 및 수분의 균형을 유지하는데 쓰입니다.	["Take Fludrocortisone in the morning if you're taking it once a day, with or without food.", "If you're on Fludrocortisone for a long period of time, watch out for any symptoms of illness, and let your doctor know right away.", "Let your doctor know you're on this medicine before you receive any vaccines.", 'Fludrocortisone can re-activate any old infections you may have. Let your doctor know if you have or had hepatitis B, C, or tuberculosis.']	
304	Fluorometholone			눈의 염증(결막염, 각막염, 수술 후 염증 등)을 치료합니다.		눈에 점안하는 스테로이드로,  소아에게도 사용할 수 있으나 장기간 사용하면 부작용이 나타날 수 있습니다.		임산부의 경우 안전성이 확립되지는 않았으나 의사와의 상의를 통해 사용할 수 있습니다.2세 이상 소아에게도 사용할 수 있습니다.		렌즈를 제거하고 점안하며 가능한 렌즈 착용을 피하거나 30분 이상 경과 후 다시 착용합니다.잘 흔들어 사용하고, 다른 약과 병용시에는 5분 이상 간격을 두고 점안합니다.임의로 투약을 중단하거나 장기간 사용하지 않도록 합니다.장기간 투여시 시력이 저하되고 안압이 상승할 수 있으므로 정기적인 검사가 필요합니다.의사의 지시에 따라 1일 2~3회 점안합니다.사용 직후에 일시적이고 약한 자극감이 있을 수 있습니다.1회용 제품은 개봉 직후 사용하고 재사용하지 않습니다.용기 입구가 눈에 접촉하지 않도록 주의합니다.점안후 비루관(눈과 코 사이)을 눌러줍니다.		***는 안과용 스테로이드로 면역반응을 억제하고 모세혈관 투과성을 감소시켜 염증을 억제합니다.	[]	
305	Fluoxetine	2_검수(1차)	Improves mood and helps you relax.	기분을 개선해주고 긴장을 풀어줍니다.	Prozac (fluoxetine) is good for treating depression and anxiety. It's more energizing than other antidepressants, so it may not be the best choice for people who have trouble sleeping.	***은 우울증과 불안 치료에 좋습니다. 다른 항우울제보다 각성 효과가 있으므로 수면에 문제가 있는 사람들에겐 추천되지 않습니다.	['Effectively treats a variety of mental health conditions such as depression, OCD, and panic disorder.', "It's more energizing than other antidepressants, so it's good for people who have low energy.", 'Might be a good option for treating children with depression and/or OCD.', "Doesn't have effects on the heart unlike other antidepressants so it may be a better treatment choice for older people.", 'Can cause a significant amount of weight loss which is an added benefit for those who are overweight or obese.']	우울증, 강박장애, 공황쟁애와 같은 다양한 정신건강상태를 효과적으로 치료합니다. 다른 항우울제 보다 각성 효과가 더 많으므로 기운이 없는 사람들에게 효과적입니다. 우울증이나 강박장애가 있는 어린이들의 치료에 좋은 선택일 수 있습니다. 다른 항우울제와 달리 심장에 영향을 주지 않으므로 고령자의 치료에 좋습니다. 체중 감소 효과가 있기 때문에 과체중이나 비만 환자에게 추가적인 혜택이 될 수 있습니다.	['Takes at least 1 to 2 weeks to kick in and can take up to 12 weeks for maximum effect. Prozac (fluoxetine) tends to take more time to start working compared to similar alternatives.', 'Can lower your sex drive.', 'Can increase the risk of suicidal thoughts and/or behavior in those age 24 or younger.', 'You may need to try out several different antidepressants before you find the one that works for you.']	효과가 나타나는데 최소 1-2주 가량 소요되며, 최대 효과가 나타나는데 최대 12주가 소요될 수 있습니다. 다른 유사약물과 비교하여 효과가 나타나는데 시간이 더 오래 걸립니다. 성욕을 감퇴 시킬수 있습니다.24세 이하에서 자살 충동 및 행동 위험을 증가시킬 수 있습니다. 본인에게 적합한 항우울제를 찾기까지 다양한 항우울제들을 시도해야 할 수 있습니다.	Prozac (fluoxetine) is a selective serotonin reuptake inhibitor (SSRI) antidepressant. It increases serotonin activity in the brain, which regulates mood.	***은 선택적 세로토닌 재흡수 억제제(SSRI)인 항우울제입니다. 뇌의 세로토닌 활성을 증가시켜 기분을 개선해줍니다.	['Take in the morning because you might have trouble sleeping if you take the medicine at night.', 'Can take Prozac (fluoxetine) with or without food.', 'Takes about 8 to 12 weeks to see the full effects of the medicine on your mood.', 'Tell your doctor right away if you notice sudden mood changes or unusual thoughts.']	
306	Fluoxymesterone	2_검수(1차)	Treats low testosterone.	테스토스테론 수치를 높혀줍니다.	While Androxy (Fluoxymesterone) is available for treating low testosterone, other treatments are better first choices.	저테스토스테론혈증을 치료해주지만, 다른 치료제들이 우선 사용됩니다.	['Available as an oral tablet.']	경구 복용이 가능합니다.	['Not considered a first-choice treatment for low testosterone, and not recommended for treating breast cancers that respond to testosterone.', 'Available only as brand name, so it can be expensive.']	저테스토스테론혈증의 1차 선택약으로 사용되지는 않으며, 테스토스테론에 반응성이 있는 유방암 치료에도 추천되지 않습니다.	Androxy (Fluoxymesterone) works by adding or replacing the hormone testosterone in your body. Testosterone is responsible for causing and maintaining many of the changes in male bodies from puberty on. Also, it can slow the spread of certain kinds of breast cancer.	***은 체내의 부족한 테스토스테론이란 호르몬을 보충 혹은 대체 해줍니다. 테스토스테론은 사춘기부터 나타나는 남성의 2차 성징 발현에 중요합니다. 또한, 일부 유방암의 진행을 늦출 수 있습니다.	['Can cause nausea, vomiting, and headache.', "Don't double up if you miss a dose.", 'Can cause increased acne and changes in sex drive.', "Keep this medication locked up and away from children since it's a controlled substance."]	
307	Fluphenazine	2_검수(1차)	Treats schizophrenia and psychosis.	조현병과 정신질환을 치료합니다.	Prolixin (fluphenazine) can stabilize your mood. It is used to find the right dose for you before moving to a long-acting injection.	***은 감정을 안정시켜줍니다.  작용시간이 긴 주사제를 사용하기에 앞서 본인에게 적합한 복용량을 찾는데 사용됩니다.	['Good at stabilizing your mood.', 'Available in several oral and injectable forms, including a long-acting injection that is taken less frequently.']	감정을 안정화 시키는데 효과적입니다.경구복용제제와 주사제가 있으며, 장시간 작용하는 주사제의 경우 투여횟수가 적어 간편합니다.	['Can make you sensitive to the sun.', 'Can affect how your body regulates your temperature.', "Can make it difficult for you to control your movements if you've been on Prolixin (fluphenazine) for a while."]	광과민성 (빛에 민감해지는것)을 일으킬 수 있습니다. 몸의 체온조절 기능에 영향을 미칠 수 있습니다. 움직임 조절이 힘들어 질 수 있습니다.	Prolixin (fluphenazine) is a derivative of phenothiazine. It regulates dopamine levels in your brain to control psychotic episodes or schizophrenia.	***은 페노타이아진(phenothiazine)유도체 입니다. 뇌의 도파민 수치를 조절하여 정신질환이나 조현병을 치료합니다.	['Can make you more sensitive to the sun. Wear sunscreen or protective clothing while outside.', 'Can make it difficult for you to start and stop your movements. Talk to your doctor right away if this happens.', "Don't combine with alcohol or narcotics since it can stop your breathing.", "Don't stop taking Prolixin (fluphenazine) suddenly. It can be dangerous.", "Can make you very sleepy or dizzy. Don't drive or do anything that requires concentration until you know how it affects you.", "Mix the concentrated form with at least 1/4 cup of fluids. Don't mix with caffeine, tea, or apple juice since it affects the absorption of Prolixin (fluphenazine)."]	
308	Flurandrenolide	2_검수(1차)	Treats inflammation and itching of the skin.	피부의 염증 및 간지러움을 치료합니다.	Cordran (flurandrenolide) is a very strong topical steroid that relieves inflammation and itchiness of various skin conditions, but it should only be used for a short period of time.	***은 다양한 피부 질환의 염증과 간지러움을 완화시켜주는 매우 강력한 국소 스테로이드제제 이지만 단기간만 사용해야합니다.	['Good for treating skin disorders by greatly reducing inflammation, redness, and itchiness.', "Has little to no side effects since Cordran (flurandrenolide) is applied on the skin and generally doesn't get into the rest of your body.", 'Safe to use for those with kidney and liver problems.', 'The tape form of Cordran (flurandrenolide) helps protect the medication from being rubbed off by your clothes. It also helps prevent the treated area(s) from being irritated and drying out.']	염증, 발적, 간지러움을 효과적으로 줄여줄여 피부 질환을 치료해줍니다. 피부질환 부위에만 적용하며 신체의 나머지 부분에 침투하지 않으므로 부작용이 거의 없습니다.신장이나 간질환 환자에게도 안전합니다. 테이프 형태는 옷에 의해 약물이 지워지는 것을 막아주며, 치료 부위의 자극이나 건조를 예방해줍니다.	['For the cream, ointment, and lotion forms, you have to apply it 2 to 3 times a day for it to work.', "The tape form of Cordran (flurandrenolide) isn't available in generic and can be very expensive.", 'Cordran (flurandrenolide) is strong, so it can be more irritating than other topical steroids.', 'Not an effective treatment for all types of skin diseases.', 'Might not be a good option for children since they have a higher risk for experiencing side effects.']	크림, 연고, 로션 형태의 경우 하루에 2~3번 발라야합니다. 효과가 강하므로 다른 국소 스테로이드제제보다 더 자극적일 수 있습니다.모든 종류의 피부질환에 효과적이진 않습니다. 어린이들은 부작용 발생 위험이 더 높기 때문에 추천되지 않습니다.	Cordran (flurandrenolide) is a topical corticosteroid that treats skin diseases by eliminating inflammation, redness, and itchiness.	***은 국소 스테로이드제제로 피부 질환의 염증, 발적, 가려움을 줄여줍니다.	['If using the cream, ointment, or lotion forms of Cordran (flurandrenolide), apply a thin film to the affected area(s) only and rub in gently. Make sure your skin is clean and dry before applying the medicine.', "Don't use Cordran (flurandrenolide) on your face, underarms, or groin areas.", "Stop using the medication once your condition is under control, but if you don't see improvement within 2 weeks, talk to your doctor.", "Don't cover the treated areas with dressings unless your doctor tells you to. Tight pants and diapers are also not recommended if the medicine is used to treat the diaper area.", "The tape form of Cordran (flurandrenolide) is usually changed out every 12 hours, but if you don't experience irritation, you can leave it on for up to 24 hours. Avoid getting the tape wet.", 'Might cause some temporary burning and irritation.']	
309	Flurazepam	2_검수(1차)	Helps you fall asleep.	수면을 유도합니다.	Dalmane (flurazepam) helps you fall asleep, but its effect can carry over to the next day and be addictive.	***은 수면에 들도록 도와줍니다. 하지만 다음날 까지 졸릴 수 있고, 습관성을 일으킬 수 있습니다.	['Dalmane (flurazepam) works 15-30 minutes after taking it.', 'Dalmane (flurazepam) is available in generic.']	*** 은 복용후 15~30분 이내에 효과가 나타납니다.	['Can make you feel sleepy and unable to concentrate the next day. This hangover effect is especially worse for women and elderly.', 'Should only be used short-term because it can be addicting.', 'Can cause sleep-walking or other sleep-related activities that you may not remember doing the next day.']	*** 복용 후 다음날 일에 집중하기 힘들거나 졸릴 수 있습니다. 특히 여성이나 노령자에게 이러한 부작용이 더 크게 나타납니다. 습관성을 일으킬 수 있기 때문에 단기간 사용해야 합니다. 다음날 기억하지 못하는 몽유병이나 잠든 상태에서 움직이는 등의 증상을 일으킬 수 있습니다.	Dalmane (flurazepam) is a benzodiazepine. It activates the part of your brain for resting and digesting.	*** 은 벤조디아제핀계 수면진정제로써 휴식과 소화에 관련된 뇌부위를 활성화 시킵니다.	['Can be dangerous if combined with alcohol or narcotics.', 'Effect lasts long and may carry into the next morning. Take Dalmane (flurazepam) only if you expect to be in bed for full 7-8 hours.', "Can cause rebound insomnia if you stop taking it, especially if you've been on it for a while.", 'Can cause sleep walking or doing other behaviors while asleep. Talk to your doctor right away if this happens.']	
310	Fluticasone	2_검수(1차)	Controls asthma.	천식을 조절합니다.	An easy-to-use, convenient inhaler for asthma patients 12 years or older.	사용하기 쉽고 편리한 흡입제로 12살 이상의 어린이와 성인에게 사용할 수 있습니다.	['You only need to take Arnuity Ellipta (fluticasone) once per day.', 'Breathe-activated inhalers may be easier to use than aerosol inhalers, and do not require cleaning and maintenance.']	하루에 한 번 사용해야 합니다.숨으로 들이마시는 흡입제는 에어로솔 흡입제보다 사용하기 쉬우며, 세척과 관리가 필요하지 않습니다.	["Don't forget to rinse your mouth after each use as Arnuity Ellipta (fluticasone) can cause a fungal infection in the mouth or throat.", 'Arnuity Ellipta (fluticasone) is not for on-demand treatment of an asthma attack. You will still need to have a rescue inhaler handy.', "Do not take Arnuity Ellipta (fluticasone) if you're allergic to milk proteins since it contains dairy."]	입과 목의 진균(곰팡이)감염을 예방하기 위해 ***의 사용 후 입안을 꼭 헹구어야 합니다.급성천식발작에 사용되지 않습니다. 응급 흡입제를 따로 휴대해야 합니다.우유단백질을 포함하므로, 우유단백질에 알러지가 있는 경우 복용하지 마십시오.	Arnuity Ellipta (fluticasone) is a steroid, which lowers inflammation in your lungs.	***은 스테로이드로, 폐의 염증을 감소시켜줍니다.	["You should take it at the same time every day to prevent asthma attacks. It doesn't treat an ongoing asthma attack. Use your rescue inhaler if you have sudden difficulty with breathing.", 'Gargle with warm water after each inhalation to prevent any fungal infections in your mouth and throat.', 'Do not open and close the cover if you do not intend to use the medicine. You will lose doses of the medicine.', 'Do not breathe out into the mouthpiece.']	
311	Fluvastatin	2_검수(1차)	Lowers bad cholesterol and triglycerides while raising good cholesterol.	나쁜 콜레스테롤(LDL)과 트리글리세라이드(지방)의 양을 줄여주고, 좋은 콜레스테롤(HDL)의 양은 높여줍니다.	Lescol (fluvastatin) works well to lower cholesterol and has a lower risk of muscle problems than other statins.	***은 콜레스테롤 수치를 효과적으로 낮춰주며 다른 스타틴 계열 약물들에 비해 근육 관련 부작용을 일으킬 위험성이 낮습니다.	['A generic option is available.', 'You only need to take Lescol (fluvastatin) once or twice a day.', 'Lescol (fluvastatin) is less likely to cause muscle problems than other statins.', 'Lescol (fluvastatin) is the statin of choice for people with severe kidney problems.']	하루에 한 번 또는 두 번 복용하면 됩니다. 다른 스타틴계열 약물들에 비해 근육관련 부작용을 일으킬 위험성이 낮습니다. ***은 중증의 신장질환을 앓고 있는 사람들에게 추천됩니다.	['Lescol (fluvastatin) is not as effective at lowering triglycerides as some other statins.', "Lescol (fluvastatin) can increase the risk of bleeding if you're on a blood thinner called Coumadin (warfarin).", 'Lescol (fluvastatin) can interact with other medications.']	***은 다른 스타틴 계열 약물들에 비해 트리글리세라이드(지방) 감소 효과가 떨어집니다. 와파린 같은 항응고제를 복용중이라면 출혈의 위험성이 높아 질 수 있습니다. ***은 다른 약물들과 상호작용 할 수 있습니다.	Lescol (fluvastatin) is a statin, a type of medication that lowers cholesterol. It helps lower "bad" cholesterol (LDL) and raise "good" cholesterol (HDL).	***는 콜레스테롤을 줄여주는 스타틴(statin)계열 약물입니다. 나쁜 콜레스테롤(LDL)의 양은 줄여주고, 좋은 콜레스테롤(HDL)의 양은 높여줍니다.	["Before taking Lescol (fluvastatin), let your doctor know if you're also on gemfibrozil.", "Don't take colesevelam, colestipol, and cholestyramine within 4 hours of Lescol (fluvastatin).", "Lescol (fluvastatin) can harm an unborn baby, so it's really important that you're on birth control while taking Lescol (fluvastatin).", 'Take Lescol (fluvastatin) at the same time each day.', 'Take it with a full glass of water.', 'You can take Lescol (fluvastatin) with or without food.']	
312	Fluvoxamine	2_검수(1차)	Treats obsessive-compulsive disorder.	강박장애 치료에 쓰입니다.	Luvox CR (fluvoxamine) is a first choice treatment for obsessive-compulsive disorder, but it can lower your sex drive.	***은 강박장애에 쓰이는 1차 치료제입니다. 하지만 성욕을 감소시킬수 있습니다.	['Luvox CR (fluvoxamine) is a first choice for treating obsessive-compulsive disorder.', 'Both the immediate release and extended release versions of Luvox CR (fluvoxamine) are available as generic.', "Unlike other similar medicines, Luvox CR (fluvoxamine) doesn't cause weight gain."]	***은 강박장애 치료에 1차적으로 사용됩니다.다른 약들과 달리 ***은 체중증가 부작용이 없습니다.	['Luvox CR (fluvoxamine) can cause nausea, sleep problems, and headache.', 'For children with obsessive-compulsive disorder, only the immediate release version of Luvox CR (fluvoxamine) has been shown to work.']	***은 메스꺼움, 수면 장애, 두통을 일으킬 수 있습니다.강박장애를 가지고 있는 아동에게는 서방정이 아닌 속효정만이 효과를 나타냅니다.	Luvox CR (fluvoxamine) is a selective serotonin reuptake inhibitor (SSRI). This increases serotonin in the brain which can help people with obsessive-compulsive disorder.	***은 선택적인 세로토닌 재흡수 억제제 (SSRI)입니다. 뇌의 세로토닌 양을 높여 강박장애 개선을 도와줍니다.	["If you've taken Luvox CR (fluvoxamine) for an extended amount of time, don't stop taking it suddenly without talking to your doctor first. It can be very dangerous.", "Don't drive or do anything requiring concentration while taking Luvox CR (fluvoxamine) since it can make you sleepy. This can be worse if you drink alcohol or take narcotics.", "You might not notice changes in how you feel until you've taken Luvox CR (fluvoxamine) for at least a few weeks.", "If you forget your regular dose of Luvox CR (fluvoxamine), take it as soon as you remember. However, don't double up if it's already time for your next dose.", 'When you first start taking the immediate release version of Luvox CR (fluvoxamine), take it at night since it can make you sleepy. The extended version should always be taken at night.']	
313	Folic Acid	2_검수(1차)	Makes healthy blood cells.	건강한 혈액세포를 만들어줍니다.	FA-8 (folic acid) is the only way to treat folate or folic acid deficiency, and is easily accessible over the counter.	엽산 결핍 치료에 ***이 유일하게 쓰입니다.	['Taking FA-8 (folic acid) before and during pregnancy decreases the risk of defects in the neural tube, which forms the spinal cord in the baby. Doses are usually higher than the recommended daily allowance (RDA).', 'Many foods have added FA-8 (folic acid) to help decrease the risk of neural tube defects.', 'Most strengths of FA-8 (folic acid) are available over the counter and are very cheap.']	임신기간동안 ***을 복용하면 태아의 척수를 형성하는 신경관의 손상을 예방할 수 있습니다. 이때 복용량은 일반적으로 일일 권장 허용량 보다 높습니다.많은 식품들에 신경관 손상을 위험을 줄이기 위해 엽산이 추가되어 있습니다.	['Higher doses can cause more side effects, such as stomach upset, nausea, loss of appetite, or bad taste in your mouth.', 'FA-8 (folic acid) doesn’t work by itself if you have certain types of anemia. You may need a blood test to make sure you’re not lacking in other vitamins.']	고용량에서 소화불량, 메스꺼움, 식욕부진, 입안에서 느껴지는 불쾌한 맛 등의 부작용이 더 많이 나타날 수 있습니다.특정 유형의 빈혈이 있다면 ***이 제대로 작용하지 않습니다. 따라서 다른 비타민들이 부족한 것이 아닌지 확인하기 위해 혈액검사가 필요할 수 있습니다.	FA-8 (folic acid) is a vitamin that's required in the body in order to make different blood cells and maintain good health.	***은 비타민으로 다양한 혈액세포를 만들고 건강을 유지하기 위해서 우리몸에 필요한 비타민 입니다.	['You can buy strengths 0.8 mg (800 mcg) or less over the counter. You need a prescription to get the 1mg tablets.', "If you're pregnant, you should take at least 0.6 to 0.8 mg a day to protect against birth defects.", 'Your doctor needs to make sure you don’t have any other blood problems or need other supplements before you take FA-8 (folic acid), especially if you have certain types of anemia.']	
314	Fondaparinux	2_검수(1차)	Thins the blood and treats blood clots.	혈전을 녹여 피가 잘 통하게 해줍니다.	Arixtra (fondaparinux) is effective at treating clots, but it can increase your risk of bleeding.	***은 피가 굳어 뭉친 것(혈전)을 치료하는데 효과적이지만 출혈 위험을 증가시킬 수 있습니다.	['Arixtra (fondaparinux) is effective at treating blood clots in the extremeties and those that have travelled to the lungs.', 'A generic form is available.', 'Arixtra (fondaparinux) is a safe option for use in patients who have experienced a rare, life-threatening reaction to another anticoagulant, heparin.']	발과 다리의 끝이나 폐에 있는 혈전 치료에 효과적 입니다.헤파린 등 다른 항응고제로 인해 생명을 위협하는 심각한 부작용을 겪은 사람들에게 안전하게 사용할 수 있습니다.	['Arixtra (fondaparinux) should be used with caution in patients with kidney problems, as this can lead to an accumulation of the medication and increase the risk of bleeding.', 'Arixtra (fondaparinux) can cause a drop in platelet count, which can increase your risk of bleeding.', 'People who have any type of spinal or epidural procedure are more likely to have bleeding problems around the spine when taking Arixtra (fondaparinux).', 'Periodic blood tests and monitoring of your kidneys is important.', 'You have to inject yourself everyday with this medication.', 'The anti blood-clotting effects of Arixtra (fondaparinux) may remain for up to 4 days after stopping this medication in normal patients, and there is no current antidote.']	약물의 축적과 출혈의 부작용 위험이 증가할 수 있기 때문에 신장 질환이 있는 사람에게 주의해서 사용해야 합니다.혈소판의 수를 감소시켜 출혈 위험이 증가할 수 있습니다.척추나 경막외 수술을 받은 사람은 ***의 투약 시 척추 주변에서 출혈이 일어날 수 있습니다.정기적인 혈액 검사와 신장기능 검사가 중요합니다.피하 주사로만 투약해야 합니다.***에 의한 항응고 작용은 약을 중단한 4일 후에도 나타날 수 있으며, 아직 해독제가 없습니다.	Arixtra (fondaparinux) inhibits factor Xa, a component of the blood clotting pathway that prevents blood clot formation.	***는 혈액을 응고시키는 작용을 하는 factor Xa를 억제해 혈전의 생성을 예방합니다.	['When you first start taking Arixtra (fondaparinux), it can make you feel very dizzy, confused, tired, and weak.', 'Be careful and avoid injury because you may bleed or bruise more easily when taking Arixtra (fondaparinux). It is important to use a soft toothbrush and an electric razor. And be sure to rotate injection sites to avoid bruising.', 'Arixtra (fondaparinux) can cause further complications with existing bleeding, heart infection, or poor kidney function. Talk to your doctor before starting this medication if you have any of these conditions.', 'Arixtra (fondaparinux) can cause many interactions, talk with your doctor before starting any new drug, including prescription or over-the-counter, natural products, or vitamins.']	
