ing_form_id	ing_name_eng	ing_name_kr	form	note	ing_id	code	desc_id_id
397	Acrinol/Zinc Oxide	아크리놀/산화아연	외용제/산제		329	CPD	
398	Activated Charcoal	활성탄	내복제/경질캡슐제		330	ACH	
399	Activated Charcoal	활성탄	내복제/과립제, 세립		330	AGN	
400	Activated Charcoal	활성탄	내복제/산제		330	APD	
401	Activated Charcoal	활성탄	내복제/현탁제, 현탁액용정제, 현탁액용산제		330	ASS	
402	Activated Charcoal	활성탄	주사제/주사제		330	BIJ	
403	Activated T Lymphocytes	자기유래활성화티림프구	주사제/주사제		331	BIJ	
404	Acyclovir	아시클로버	내복제/현탁제, 현탁액용정제, 현탁액용산제		332	ASS	13
405	Acyclovir	아시클로버	내복제/시럽제, 건조시럽		332	ASY	13
406	Acyclovir	아시클로버	내복제/정제, 저작정		332	ATB	13
407	Acyclovir	아시클로버	주사제/주사제		332	BIJ	13
408	Acyclovir	아시클로버	외용제/크림제, 겔제, 젤리		332	CCM	13
409	Acyclovir	아시클로버	외용제/연고제		332	COM	13
410	Acyclovir	아시클로버	외용제/안연고제, 점안겔제		332	COO	13
411	Acyclovir/Hydrocortisone	아시클로버/히드로코르티손	외용제/크림제, 겔제, 젤리		333	CCM	
412	Adalimumab	아달리무맙	주사제/주사제		334	BIJ	14
413	Adapalene	아다팔렌	외용제/크림제, 겔제, 젤리		335	CCM	
414	Adapalene/Benzoyl Peroxide	아다팔렌/과산화벤조일	외용제/크림제, 겔제, 젤리		336	CCM	
415	Adefovir Dipivoxil	아데포비어디피복실	내복제/정제, 저작정		337	ATB	
416	Adenine/Antitoxic Liver/Biphenyl Dimethyl Dicarboxylate/Carnitine/Cyanocobalamin/Pyridoxine/Riboflavin	아데닌/항독성간장/비페닐디멭닐카르복실레이트/카르니틴/시아노코발라민/피리독신/리보플라빈	내복제/경질캡슐제		338	ACH	15
417	Adenine/Antitoxic Liver/Carnitine/Cyanocobalamin/Pyridoxine/Riboflavin	아데닌/항독성간장/카르니틴/시아노코발라민/피리독신/리보플라빈	내복제/경질캡슐제		339	ACH	
418	Adenine/Antitoxic Liver/Carnitine/Cyanocobalamin/Pyridoxine/Riboflavin	아데닌/항독성간장/카르니틴/시아노코발라민/피리독신/리보플라빈	내복제/정제, 저작정		339	ATB	
419	Adenosine	아데노신	내복제/장용정제		340	ATE	
420	Adenosine	아데노신	주사제/주사제		340	BIJ	
421	Aescin/Diethylamine Salicylate	무정형에스신/살리실산디에틸아민	외용제/크림제, 겔제, 젤리		341	CCM	
422	Aescin/Glycol Salicylate/Heparin	무정형에스신/살리실산글리콜/헤파린	외용제/크림제, 겔제, 젤리		342	CCM	
423	Aescin/Glycol Salicylate/Heparin	무정형에스신/살리실산글리콜/헤파린	외용제/겔제		342	CGL	
424	Aesculus	서양칠엽수종자	내복제/경질캡슐제		343	ACH	
425	Aesculus Hippocastanum L. Seeds/Garlic Oil/Procaine/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol	서양칠엽수종자/마늘유/프로카인/피리독신/레티놀/리보플라빈/티아민/토코페롤	내복제/연질캡슐제		344	ACS	
426	Aesculus Hippocastanum/Lithospermum/Moutan Bark/Tocopherol	서양칠엽수종자/자근/목단피/토코페롤	내복제/과립제, 세립		345	AGN	
427	Afatinib	아파티닙	내복제/정제, 저작정		346	ATB	
428	Aflibercept	애플리버셉트	주사제/주사제		347	BIJ	
429	Afloqualone	아플로쿠알론	내복제/정제, 저작정		348	ATB	16
430	Agalsidase Α	아갈시다제 Α	주사제/주사제		349	BIJ	
431	Agalsidase Β	아갈시다제 Β	주사제/주사제		350	BIJ	
432	Agastachis Herb/Alpinia/Amomum Cardamomum Fruit/Amomum Fruit/Atractylodes White/Aucklandiae Radix/Black Pepper/Cinnamon Bark/Clove/Cyperus/Ginger/Glycyrrhiza/Hawthorn Fruit/Hoelen/L-Menthol/Piperis Longi Fructus/Poncirus Fruit/Terminaliae Fructus/Zanthoxylum Fruit	곽향/고량강/백두구/사인/백출/목향/후추/계피/정향/향부자/건강/감초/산사/복신/L-멘톨/필발/지실/가자/산초	내복제/환제		351	API	
433	Agnus Castus Fruit/Colloidal Silicon Dioxide	아그너스캐스터스열매/콜로이드성이산화규소	내복제/정제, 저작정		352	ATB	
434	Agnus Fruit	아그너스열매	내복제/정제, 저작정		353	ATB	
435	Agomelatine	아고멜라틴	내복제/정제, 저작정		354	ATB	
436	Alacepril	알라세프릴	내복제/정제, 저작정		355	ATB	
437	Alanine/Aminoacetic Acid/Arginine/Aspartic Acid/Calcium Chloride/Glucose/Histidine/Isoleucine/L-Glutamic Acid/L-Leucine/L-Methionine/L-Threonine/L-Valine/Lysine Acetate/Magnesium Chloride/Olive Oil/Phenylalanine/Potassium Chloride/Proline/Serine/Sodium Acetate/Sodium Glycerophosphate/Soybean Oil/Tryptophan/Tyrosine	알라닌/글리신/아르기닌/아스파르트산/염화칼슘/포도당/히스티딘/이소류신/L-글루탐산/L-류신/L-메티오닌/L-트레오닌/L-발린/리신아세트산염/염화마그네슘/올리브유/페닐알라닌/염화칼륨/프롤린/세린/아세트산나트륨/글리세로인산나트륨/대두유/트립토판/티로신	주사제/주사제		356	BIJ	
438	Alanine/Arginine/Asparaginic Acid/Calcium Chloride/Glucose/Glutamic Acid/Glycine	알라닌/아르기닌/아스파라진산/염화칼슘/포도당/글루탐산/글리신	주사제/주사제		357	BIJ	
439	Alanine/Arginine/Asparaginic Acid/Calcium Chloride/Glucose/Glutamic Acid/Glycine/Histidine/Isoleucine/Leucine/Lysine/Magnesium Acetate/Methionine/Phenylalanine/Potassium Acetate/Proline/Serine/Sodium Acetate/Sodium Chloride/Sodium Dihydrogen Phosphate/Sodium Hydroxide/Soybean Oil/Threonine/Triglyceride/Tryptophan/Valine/Zinc Acetate	알라닌/아르기닌/아스파라진산/염화칼슘/포도당/글루탐산/글리신/히스티딘/이소류신/류신/리신/아세트산마그네슘/메티오닌/페닐알라닌/아세트산칼륨/프롤린/세린/아세트산나트륨/염화나트륨/인산이수소나트륨/수산화나트륨/대두유/트레오닌/트리글리세리드/트립토판/발린/아세트산아연수화물	주사제/주사제		358	BIJ	
440	Albendazole	알벤다졸	내복제/시럽제, 건조시럽		359	ASY	17
441	Albendazole	알벤다졸	내복제/정제, 저작정		359	ATB	17
442	Albiglutide	알비글루타이드		ONLY_DESC	360		18
443	Alcaftadine	알카프타딘	외용제/점안제(점안액)		361	COS	
444	Alclomethasone	알클로메타손	외용제/크림제, 겔제, 젤리		362	CCM	
445	Alclomethasone	알클로메타손	외용제/연고제		362	COM	
446	Aldioxa/Aluminum Magnesium Silicate/Cimetidine	알디옥사/규산알루민산마그네슘/시메티딘	내복제/정제, 저작정		363	ATB	
447	Aldioxa/Biodiastase/CellulaseⅡ/Dimethicone/Pancreatin Ii/Scopolia/Ursodeoxycholic Acid	알디옥사/비오디아스타제/셀룰라제Ⅱ/디메티콘/판크레아틴 Ii/스코폴리아/우르소데옥시콜산	내복제/장용정제		364	ATE	
448	Aldioxa/Biodiastase/Lipase-Ap6/Magnesium Aluminum Metasilicate/Magnesium Carbonate/Scopolia/Sodium Carbonate	알디옥사/비오디아스타제/리파아제AP6/메타규산알루민산마그네슘/탄산마그네슘/스코폴리아/탄산나트륨	내복제/정제, 저작정		365	ATB	
449	Aldioxa/Cinnamon Bark/Fennel/Hydrotalcite/Magnesium Carbonate	알디옥사/계피/회향/히드로탈시트/탄산마그네슘	내복제/정제, 저작정		366	ATB	
450	Alectinib	알렉티닙	내복제/경질캡슐제		367	ACH	
451	Alemtuzumab	알렘투주맙	주사제/주사제		368	BIJ	
452	Alendronate	알렌드론산	내복제/액제		369	ALQ	
453	Alendronate	알렌드론산	내복제/정제, 저작정		369	ATB	
454	Alendronate/Calcitriol	알렌드론산/칼시트리올	내복제/장용정제		370	ATE	
455	Alendronate/Cholecalciferol	알렌드론산/콜레칼시페롤	내복제/정제, 저작정		371	ATB	
456	Alfacalcidol	알파칼시돌	내복제/연질캡슐제		372	ACS	
457	Alfacalcidol	알파칼시돌	내복제/정제, 저작정		372	ATB	
458	Alfatradiol	알파트라디올	외용제/액제		373	CLQ	
459	Alfentanil	알펜타닐	주사제/주사제		374	BIJ	
460	Alfuzosin	알푸조신	내복제/서방형정제		375	ATR	19
461	Alginic Acid/Carboxymethylcellulose	알긴산/카르복시메틸셀룰로오스	내복제/정제, 저작정		376	ATB	
462	Alglucosidase Α	알글루코시다제 Α	주사제/주사제		377	BIJ	
463	Alibendol	알리벤돌	내복제/정제, 저작정		378	ATB	
464	Alimemazine Tartrate/Ascorbic Acid/Cepharanthin/Glycyrrhiza/Inositol Nicotinate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine	알리메마진타르타르산염/아스코르브산/세파란틴/감초/니코틴산이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/티아민	내복제/장용정제		379	ATE	
465	Alirocumab	알리로쿠맙	주사제/주사제		380	BIJ	20
466	Alisma/Atractylodes Rhizoma/Bupleurum/Chlorpheniramine/Chuling/Cinnamon Bark/Hoelen/Nicotinamide/Pantothenate/Peony/Pyridoxine/Riboflavin/Thiamine	택사/창출/시호/클로르페니라민/저령/계피/복신/니코틴산아미드/판토텐산/작약/피리독신/리보플라빈/티아민	내복제/경질캡슐제		381	ACH	
467	Alisma/Atractylodes Rhizoma/Bupleurum/Chlorpheniramine/Chuling/Cinnamon Bark/Hoelen/Nicotinamide/Pantothenate/Peony/Pyridoxine/Riboflavin/Thiamine	택사/창출/시호/클로르페니라민/저령/계피/복신/니코틴산아미드/판토텐산/작약/피리독신/리보플라빈/티아민	내복제/정제, 저작정		381	ATB	
468	Alitretinoin	알리트레티노인	내복제/연질캡슐제		382	ACS	
469	Alkyl-Diamino-Ethyl Glycin/Isopropanol	알킬디아미노에틸글리신/이소프로판올	외용제/스폰지 및 드레싱		383	CDS	
470	Alkyl-Diamino-Ethyl Glycin/Isopropanol	알킬디아미노에틸글리신/이소프로판올	외용제/스폰지 및 드레싱		383	CDS	
471	Alkyldiaminoethylglycin	알킬디아미노에틸글리신	외용제/액제		384	CLQ	
472	Allantoin/Cetylpyridinium/Dipotassium Glycyrrhizinate/Hinokitiol	알란토인/세틸피리디늄/글리시리진산디칼륨/히노키티올	외용제/연고제		385	COM	
473	Allantoin/Chlorhexidine/Dibucaine/Diphenhydramine/Hydrocortisone/L-Menthol/Phenylephrine/Tocopherol	알란토인/클로르헥시딘/디부카인/디펜히드라민/히드로코르티손/L-멘톨/페닐레프린/토코페롤	외용제/연고제		386	COM	
474	Allantoin/Chlorhexidine/Dibucaine/Diphenhydramine/Naphazoline	알란토인/클로르헥시딘/디부카인/디펜히드라민/나파졸린	외용제/액제		387	CLQ	
475	Allantoin/Chlorhexidine/Diphenhydramine/Dl-Methylephedrine/Hydrocortisone/Lidocaine/Retinol/Tocopherol	알란토인/클로르헥시딘/디펜히드라민/DL-메틸에페드린/히드로코르티손/리도카인/레티놀/토코페롤	외용제/연고제		388	COM	
476	Allantoin/Chlorhexidine/Diphenhydramine/Dl-Methylephedrine/Hydrocortisone/Lidocaine/Tocopherol	알란토인/클로르헥시딘/디펜히드라민/DL-메틸에페드린/히드로코르티손/리도카인/토코페롤	외용제/연고제		389	COM	
477	Allantoin/Chlorhexidine/Lidocaine/Phenylephrine/Retinol/Tocopherol	알란토인/클로르헥시딘/리도카인/페닐레프린/레티놀/토코페롤	외용제/연고제		390	COM	
478	Allantoin/Chlorhexidine/Lidocaine/Phenylephrine/Tocopherol/Vitamin A	알란토인/클로르헥시딘/리도카인/페닐레프린/토코페롤/비타민 A	외용제/좌제		391	CSP	
479	Allantoin/Chlorhexidine/Lidocaine/Tetrahydrozoline	알란토인/클로르헥시딘/리도카인/테트라히드로졸린	외용제/좌제		392	CSP	
480	Allantoin/Chlorpheniramine/Dipotassium Glycyrrhizinate/Naphazoline/Taurine	알란토인/클로르페니라민/글리시리진산디칼륨/나파졸린/타우린	외용제/점안제(점안액)		393	COS	
481	Allantoin/Chlorpheniramine/L-Aspartate/Neostigmine/Pyridoxine/Tetrahydrozoline	알란토인/클로르페니라민/L-아스파르트산/네오스티그민/피리독신/테트라히드로졸린	외용제/점안제(점안액)		394	COS	
482	Allantoin/Chlorpheniramine/Magnesium L-Aspartate/Naphazoline/Neostigmine	알란토인/클로르페니라민/L-아스파르트산마그네슘/나파졸린/네오스티그민	외용제/점안제(점안액)		395	COS	
483	Allantoin/Chondroitin Sulfate/Pyridoxine/Taurine/Tocopherol	알란토인/콘드로이틴설페이트/피리독신/타우린/토코페롤	외용제/점안제(점안액)		396	COS	
484	Allantoin/Dexpanthenol/Heparin	알란토인/덱스판테놀/헤파린	외용제/크림제, 겔제, 젤리		397	CCM	
485	Allantoin/Diphenhydramine/Heparinoids/Tocopherol	알란토인/디펜히드라민/헤파리노이드/토코페롤	외용제/크림제, 겔제, 젤리		398	CCM	
486	Allantoin/Heparin/Onion	알란토인/헤파린/양파	외용제/크림제, 겔제, 젤리		399	CCM	
487	Allantoin/Hydrocortisone/Pramoxine/Tocopherol	알란토인/히드로코르티손/프라목신/토코페롤	외용제/연고제		400	COM	
488	Allantoin/Lidocaine/Prednisolone/Tocopherol	알란토인/리도카인/프레드니솔론/토코페롤	외용제/연고제		401	COM	
489	Allergens	알러젠물질	주사제/주사제		402	BIJ	
490	Allergens	알러젠물질	외용제/검사용 (시험지, 시약, 키트)		402	CEX	
491	Allergens/Histamine	알러젠물질/히스타민	외용제/검사용 (시험지, 시약, 키트)		403	CEX	
492	Allium Sativum/Ascorbic Acid/Benfotiamine/Calcium Phosphate/Cholecalciferol/Choline Tartrate/Cyanocobalamin/D-Biotin/Ferrous Fumarate/Folic Acid/Inositol/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Β-Carotene/Γ-Oryzanol	마늘/아스코르브산/벤포티아민/인산칼슘/콜레칼시페롤/콜린타르타르산염/시아노코발라민/D-비오틴/푸마르산철/폴산/이노시톨/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/우르소데옥시콜산/산화아연/Β-카로틴/Γ-오리자놀	내복제/정제, 저작정		404	ATB	
493	Allium Sativum/Ascorbic Acid/Calcium Phosphate/Cholecalciferol/Cupric Oxide/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Zinc Oxide/Γ-Oryzanol	마늘/아스코르브산/인산칼슘/콜레칼시페롤/산화제이구리/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/티아민/토코페롤/산화아연/Γ-오리자놀	내복제/연질캡슐제		405	ACS	
494	Allium Sativum/Ascorbic Acid/Choline Tartrate/Manganese Sulfate/Pantothenate/Selenium Yeast/Tocopherol/Ubidecarenone/White Ginseng/Zinc Oxide/Β-Carotene	마늘/아스코르브산/콜린타르타르산염/황산망간/판토텐산/셀레늄함유효모/토코페롤/유비데카레논/인삼/산화아연/Β-카로틴	내복제/연질캡슐제		406	ACS	
495	Allium Sativum/Benfotiamine/Cyanocobalamin/Pyridoxal Phosphate/Riboflavin/Tocopherol	마늘/벤포티아민/시아노코발라민/피리독살포스페이트/리보플라빈/토코페롤	내복제/정제, 저작정		407	ATB	
496	Allium Sativum/Riboflavin/Tocopherol/Ursodeoxycholic Acid/Γ-Oryzanol	마늘/리보플라빈/토코페롤/우르소데옥시콜산/Γ-오리자놀	내복제/연질캡슐제		408	ACS	
497	Allium Sativum/Riboflavin/Tocopherol/Ursodeoxycholic Acid/Γ-Oryzanol	마늘/리보플라빈/토코페롤/우르소데옥시콜산/Γ-오리자놀	내복제/연질캡슐제		408	ACS	
498	Allium/Ascorbic Acid/Calcium Phosphate/Cholecalciferol/Cupric Oxide/Cyanocobalamin/Ferrous Sulfate/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Zinc Oxide/Γ-Oryzanol	마늘/아스코르브산/인산칼슘/콜레칼시페롤/산화제이구리/시아노코발라민/황산제일철/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/티아민/토코페롤/산화아연/Γ-오리자놀	내복제/연질캡슐제		409	ACS	
499	Allium/Ascorbic Acid/Calcium Phosphate/Cholecalciferol/Cupric Oxide/Ferrous Sulfate/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Zinc Oxide/Γ-Oryzanol	마늘/아스코르브산/인산칼슘/콜레칼시페롤/산화제이구리/황산제일철/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/티아민/토코페롤/산화아연/Γ-오리자놀	내복제/연질캡슐제		410	ACS	
500	Allium/Ascorbic Acid/Calcium Phosphate/Cupric Sulfate/Cyanocobalamin/Ergocalciferol/Ferrous Fumarate/Ginseng/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Sulfate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Zinc Oxide	마늘/아스코르브산/인산칼슘/황산제이구리/시아노코발라민/에르고칼시페롤/푸마르산철/인삼/산화마그네슘/황산망간/니코틴산아미드/판토텐산/황산칼륨/피리독신/레티놀/리보플라빈/티아민/토코페롤/산화아연	내복제/연질캡슐제		411	ACS	
501	Allium/Ascorbic Acid/Calcium/Cholecalciferol/Chondroitin Sulfate/Fursultiamine/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol	마늘/아스코르브산/칼슘/콜레칼시페롤/콘드로이틴설페이트/푸르설티아민/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/토코페롤/우르소데옥시콜산/산화아연/Γ-오리자놀	내복제/정제, 저작정		412	ATB	
502	Allium/Ascorbic Acid/Cholecalciferol/Chromium Yeast/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Orotic Acid/Pantothenate/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide	마늘/아스코르브산/콜레칼시페롤/크롬함유효모/시아노코발라민/D-비오틴/폴산/이노시톨/산화마그네슘/니코틴산아미드/오로트산/판토텐산/피리독신/레티놀/리보플라빈/셀레늄함유효모/티아민/토코페롤/유비데카레논/우르소데옥시콜산/산화아연	내복제/연질캡슐제		413	ACS	
503	Allium/Ascorbic Acid/Cholecalciferol/Cistanchis Herba/Epimedium Herb/Lycium Fruit/Magnesium Oxide/Polygonatum/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide/Β-Carotene/Γ-Oryzanol	마늘/아스코르브산/콜레칼시페롤/육종용/음양곽/구기자/산화마그네슘/황정/리보플라빈/셀레늄함유효모/티아민/토코페롤/산화아연/Β-카로틴/Γ-오리자놀	내복제/정제, 저작정		414	ATB	
504	Allium/Ascorbic Acid/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/D-Biotin/Dibasic Calcium Phosphate/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Β-Carotene/Γ-Oryzanol	마늘/아스코르브산/콜레칼시페롤/황산제이구리/시아노코발라민/D-비오틴/인산수소칼슘/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/셀레늄함유효모/티아민/토코페롤/유비데카레논/우르소데옥시콜산/산화아연/Β-카로틴/Γ-오리자놀	내복제/연질캡슐제		415	ACS	
505	Allium/Ascorbic Acid/Cholecalciferol/Cyanocobalamin/Folic Acid/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Β-Carotene	마늘/아스코르브산/콜레칼시페롤/시아노코발라민/폴산/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/티아민/토코페롤/유비데카레논/Β-카로틴	내복제/연질캡슐제		416	ACS	
506	Allium/Ascorbic Acid/Cyanocobalamin/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Ursodeoxycholic Acid/Γ-Oryzanol	마늘/아스코르브산/시아노코발라민/니코틴산아미드/판토텐산/피리독신/리보플라빈/티아민/토코페롤/우르소데옥시콜산/Γ-오리자놀	내복제/연질캡슐제		417	ACS	
507	Allium/Ascorbic Acid/Cyanocobalamin/Nicotinamide/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Β-Carotene/Γ-Oryzanol	마늘/아스코르브산/시아노코발라민/니코틴산아미드/피리독신/리보플라빈/셀레늄함유효모/티아민/토코페롤/Β-카로틴/Γ-오리자놀	내복제/연질캡슐제		418	ACS	
508	Allium/Ascorbic Acid/Ginseng/Manganese Sulfate/Selenium Yeast/Tocopherol/Ubidecarenone/Zinc Oxide/Β-Carotene	마늘/아스코르브산/인삼/황산망간/셀레늄함유효모/토코페롤/유비데카레논/산화아연/Β-카로틴	내복제/연질캡슐제		419	ACS	
509	Allium/Ascorbic Acid/Manganese Sulfate/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/White Ginseng/Zinc Oxide/Β-Carotene/Γ-Oryzanol	마늘/아스코르브산/황산망간/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/우르소데옥시콜산/인삼/산화아연/Β-카로틴/Γ-오리자놀	내복제/연질캡슐제		420	ACS	
510	Allium/Ascorbic Acid/Riboflavin/Tocopherol/Vitamin A/Γ-Oryzanol	마늘/아스코르브산/리보플라빈/토코페롤/비타민 A/Γ-오리자놀	내복제/연질캡슐제		421	ACS	
511	Allium/Benfotiamine/Cyanocobalamin/Magnesium L-Aspartate/Pyridoxine/Riboflavin/Tocopherol/Γ-Oryzanol	마늘/벤포티아민/시아노코발라민/L-아스파르트산마그네슘/피리독신/리보플라빈/토코페롤/Γ-오리자놀	내복제/정제, 저작정		422	ATB	
512	Allium/Benfotiamine/Cyanocobalamin/Magnesium Oxide/Pyridoxine/Riboflavin/Tocopherol/Γ-Oryzanol	마늘/벤포티아민/시아노코발라민/산화마그네슘/피리독신/리보플라빈/토코페롤/Γ-오리자놀	내복제/연질캡슐제		423	ACS	
513	Allium/Benfotiamine/Inositol/Nicotinamide/Pyridoxine/Riboflavin	마늘/벤포티아민/이노시톨/니코틴산아미드/피리독신/리보플라빈	내복제/액제		424	ALQ	
514	Allium/Benfotiamine/Nicotinamide/Pyridoxine/Riboflavin	마늘/벤포티아민/니코틴산아미드/피리독신/리보플라빈	내복제/액제		425	ALQ	
515	Allium/Caffeine/Epimedium Herb/Nicotinamide/Pyridoxine/Red Ginseng/Riboflavin/Taurine/Thiamine/Tocopherol/Ursodeoxycholic Acid	마늘/카페인/음양곽/니코틴산아미드/피리독신/홍삼/리보플라빈/타우린/티아민/토코페롤/우르소데옥시콜산	내복제/액제		426	ALQ	
516	Allium/Chondroitin Sulfate/Cyanocobalamin/Fursultiamine/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Γ-Oryzanol	마늘/콘드로이틴설페이트/시아노코발라민/푸르설티아민/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/토코페롤/Γ-오리자놀	내복제/연질캡슐제		427	ACS	
517	Allium/Chondroitin Sulfate/Cyanocobalamin/Fursultiamine/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Γ-Oryzanol	마늘/콘드로이틴설페이트/시아노코발라민/푸르설티아민/니코틴산아미드/판토텐산/피리독신/리보플라빈/토코페롤/Γ-오리자놀	내복제/연질캡슐제		428	ACS	
518	Allium/Chondroitin Sulfate/Cyanocobalamin/Fursultiamine/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Γ-Oryzanol	마늘/콘드로이틴설페이트/시아노코발라민/푸르설티아민/니코틴산아미드/판토텐산/피리독신/리보플라빈/Γ-오리자놀	내복제/연질캡슐제		429	ACS	
519	Allium/Chondroitin Sulfate/Cyanocobalamin/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Γ-Oryzanol	마늘/콘드로이틴설페이트/시아노코발라민/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/티아민/토코페롤/Γ-오리자놀	내복제/연질캡슐제		430	ACS	
520	Allium/Chondroitin Sulfate/Cyanocobalamin/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Γ-Oryzanol	마늘/콘드로이틴설페이트/시아노코발라민/니코틴산아미드/판토텐산/피리독신/리보플라빈/티아민/토코페롤/Γ-오리자놀	내복제/연질캡슐제		431	ACS	
521	Allium/Chondroitin Sulfate/Cyanocobalamin/Nicotinamide/Pantothenate/Pyridoxine/Thiamine/Tocopherol	마늘/콘드로이틴설페이트/시아노코발라민/니코틴산아미드/판토텐산/피리독신/티아민/토코페롤	내복제/연질캡슐제		432	ACS	
522	Allium/Chondroitin Sulfate/Fursultiamine/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Γ-Oryzanol	마늘/콘드로이틴설페이트/푸르설티아민/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/토코페롤/Γ-오리자놀	내복제/연질캡슐제		433	ACS	
523	Allium/Crataegi Oxycanthae Fructus/Essential Phospholipids(Epl) Substance/Garlic Oil/Ginseng/Orotic Acid/Troxerutin	마늘/서양산사자/필수인지질성물질/마늘유/인삼/오로트산/트록세루틴	내복제/연질캡슐제		434	ACS	
524	Allium/Cyanocobalamin/Fursultiamine/Nicotinamide/Pyridoxine/Riboflavin/Tocopherol/Γ-Oryzanol	마늘/시아노코발라민/푸르설티아민/니코틴산아미드/피리독신/리보플라빈/토코페롤/Γ-오리자놀	내복제/연질캡슐제		435	ACS	
525	Allium/Epimedium Herb/Nicotinamide/Pyridoxine/Red Ginseng/Riboflavin/Thiamine/Tocopherol/Ursodeoxycholic Acid	마늘/음양곽/니코틴산아미드/피리독신/홍삼/리보플라빈/티아민/토코페롤/우르소데옥시콜산	내복제/액제		436	ALQ	
526	Allium/Fursultiamine/Hydroxocobalamin/Pyridoxal Phosphate/Riboflavin/Tocopherol	마늘/푸르설티아민/히드록소코발라민/피리독살포스페이트/리보플라빈/토코페롤	내복제/정제, 저작정		437	ATB	
527	Allium/Garlic/Ginkgo Biloba/Ginseng/Hawthorn Fruit	마늘/마늘/은행/인삼/산사	내복제/장용정제		438	ATE	
528	Allium/Garlic/Ginkgo Biloba/Tocopherol	마늘/마늘/은행/토코페롤	내복제/정제, 저작정		439	ATB	
529	Allium/Hawthorn/Mistletoe/Thiamine/Tocopherol	마늘/산사/비스쿰알붐/티아민/토코페롤	내복제/연질캡슐제		440	ACS	
530	Allium/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Sodium Chondroitin/Thiamine/Tocopherol/Γ-Oryzanol	마늘/이노시톨/니코틴산아미드/판토텐산/피리독신/콘드로이틴설페이트/티아민/토코페롤/Γ-오리자놀	내복제/연질캡슐제		441	ACS	
531	Allium/Magnesium Oxide/Tocopherol	마늘/산화마그네슘/토코페롤	내복제/정제, 저작정		442	ATB	
