ING_ID	ING_NAME_EN
681	Ascorbic Acid/Benfotiamine/Biotin/Cholecalciferol/Cyanocobalamin/Folic Acid/Fursultiamine/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Ubidecarenone/Zinc Oxide/Γ-Oryzanol
682	Ascorbic Acid/Benfotiamine/Biotin/Cholecalciferol/Cyanocobalamin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol
683	Ascorbic Acid/Benfotiamine/Biotin/Cholecalciferol/Cyanocobalamin/Folic Acid/Inositol/Pantothenate/Riboflavin/Talc/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide
684	Ascorbic Acid/Benfotiamine/Biotin/Cholecalciferol/Folic Acid/Fursultiamine/Nicotinamide/Pantothenate/Riboflavin/Tocopherol/Ubidecarenone/Zinc Oxide/Γ-Oryzanol
685	Ascorbic Acid/Benfotiamine/Biotin/Cholecalciferol/Folic Acid/Hydroxocobalamin/Inositol/L-Cysteine/Magnesium Oxide/Nicotinamide/Pantothenate/Phytonadione/Pyridoxal Phosphate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol
686	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Dibasic Calcium Phosphate/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol
687	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Ergocalciferol/Folic Acid/Fursultiamine/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide
688	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Fursultiamine/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide
689	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Fursultiamine/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Ubidecarenone/Zinc Oxide/Γ-Oryzanol
690	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Fursultiamine/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Ursodeoxycholic Acid/Zinc Oxide
691	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Fursultiamine/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Ubidecarenone/Zinc Oxide
692	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Ubidecarenone/Zinc Oxide/Γ-Oryzanol
693	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide
694	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Zinc Oxide/Γ-Oryzanol
695	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Zinc Oxide
696	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Zinc Oxide/Γ-Oryzanol
697	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Ubidecarenone/Zinc Oxide/Γ-Oryzanol
698	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Zinc Oxide
699	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Ubidecarenone/Zinc Oxide
700	Ascorbic Acid/Benfotiamine/Biotin/Cyanocobalamin/Folic Acid/Fursultiamine/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide
701	Ascorbic Acid/Benfotiamine/Biotin/Cyanocobalamin/Folic Acid/Fursultiamine/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide
702	Ascorbic Acid/Benfotiamine/Biotin/Cyanocobalamin/Folic Acid/Fursultiamine/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide
703	Ascorbic Acid/Benfotiamine/Biotin/Cyanocobalamin/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Tocopherol/Zinc Oxide
704	Ascorbic Acid/Benfotiamine/Calcium Phosphate/Cholecalciferol/Choline Bitartrate/Cyanocobalamin/D-Biotin/Dl-Methionine/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol
705	Ascorbic Acid/Benfotiamine/Calcium/Cholecalciferol/Choline Bitartrate/Cyanocobalamin/D-Biotin/Dibasic Calcium Phosphate/Magnesium Oxide/Pyridoxine/Riboflavin/Royal Jelly/Zinc Oxide/Β-Carotene
706	Ascorbic Acid/Benfotiamine/Cholecalciferol/Choline Bitartrate/Chondroitin Sulfate/Cyanocobalamin/D-Biotin/Dibasic Calcium Phosphate/Folic Acid/Inositol/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Yeast Molybden/Zinc Oxide/Β-Carotene
707	Ascorbic Acid/Benfotiamine/Cholecalciferol/Choline Bitartrate/Cyanocobalamin/D-Biotin/Ferrous Fumarate/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol
708	Ascorbic Acid/Benfotiamine/Cholecalciferol/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Phytonadione/Pyridoxine/Riboflavin/Selenium Yeast/Ursodeoxycholic Acid/Zinc Oxide
709	Ascorbic Acid/Benfotiamine/Cholecalciferol/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol
710	Ascorbic Acid/Benfotiamine/Cholecalciferol/Choline Bitartrate/D-Biotin/Folic Acid/Hydroxocobalamin/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxal Phosphate/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol
711	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamin/D-Biotin/Ferrous Fumarate/Folic Acid/Inositol/Pantothenate/Pyridoxine/Riboflavin/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol
712	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamin/D-Biotin/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide
713	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamin/D-Biotin/Inositol/Nicotinamide/Pantothenate/Pyridoxal Phosphate/Riboflavin/Selenium Yeast/Ursodeoxycholic Acid/Zinc Oxide
714	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamin/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Zinc Oxide/Β-Carotene
715	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamin/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Tocopherol/Zinc Oxide
716	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamin/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol
717	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamine/D-Biotin/Dibasic Calcium Phosphate/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Β-Carotene/Γ-Oryzanol
718	Ascorbic Acid/Benfotiamine/Cholecalciferol/Pyridoxine/Riboflavin/Selenium/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide
719	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Dl-Methionine/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide
720	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Fursultiamine/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide
721	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Fursultiamine/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol
722	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide
723	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide
724	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide
725	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Ubidecarenone/Zinc Oxide/Γ-Oryzanol
726	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Ursodeoxycholic Acid/Γ-Oryzanol
727	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Ubidecarenone/Γ-Oryzanol
728	Ascorbic Acid/Benfotiamine/Choline Tartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Ubidecarenone/Zinc Oxide/Γ-Oryzanol
729	Ascorbic Acid/Benfotiamine/Choline Tartrate/Cyanocobalamine/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide
730	Ascorbic Acid/Benfotiamine/Cyanocobalamin/D-Biotin/Folic Acid/Fursultiamine/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol
731	Ascorbic Acid/Benfotiamine/Cyanocobalamin/Pyridoxal Phosphate/Riboflavin/Tocopherol
732	Ascorbic Acid/Betaine/Choline Bitartrate/Pyridoxine/Riboflavin/Thiamine/Tocopherol
733	Ascorbic Acid/Biotin/Caffeine/Calcium Glycerophosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Dexpanthenol/Ferrous Sulfate/Folic Acid/Ginkgo Biloba/Ginseng/Magnesium Glycerophosphate/Manganese Sulfate/Nicotinamide/Pyridoxine/Riboflavin/Selenium Yeast/Sodium Molybdate Dihydrate/Thiamine/Tocopherol/Vitamin A/Zinc Sulfate
734	Ascorbic Acid/Biotin/Calcium Gluconate/Cholecalciferol/Cyanocobalamin/Folic Acid/Magnesium Glycerophosphate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol
735	Ascorbic Acid/Biotin/Calcium Phosphate/Calcium Phosphate Tribasic/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Phytonadione/Pyridoxine/Retinol/Riboflavin/ß-Carotene/Thiamine/Tocopherol/Zinc Oxide
736	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Choline Bitartrate/Chromic Chloride/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Orotic Acid Monohydrate/Pantothenate/Phytonadione/Potassium Iodide/Potassium Sulfate/Pyridoxine/Retinol/Riboflavin/Selenium/Sodium Molybdate/ß-Carotene/Thiamine/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide
737	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chondroitin Sulfate/Chromium Yeast/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Fursultiamine/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide
738	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chondroitin Sulfate/Chromium Yeast/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Fursultiamine/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide
739	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromic Chloride/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Inositol/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Phytonadione/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Yeast Molybden/Zinc Oxide/Β-Carotene/Γ-Oryzanol
740	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromic Chloride/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Inositol/Magnesium Oxide/Manganse Sulfate/Nicotinamide/Pantothenate/Phytonadione/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Yeast Molybden/Zinc Oxide/Β-Carotene/Γ-Oryzanol
741	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromic Chloride/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Phytonadione/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium/Sodium Molybdate/ß-Carotene/Thiamine/Tocopherol/Zinc Oxide
742	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromic Chloride/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Chloride/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Sodium Molybdate/Thiamine/Tocopherol/Zinc Sulfate
743	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromic Chloride/Cupric Sulfate/Cyanocobalamin/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Sodium Molybdate/Thiamine/Tocopherol/Zinc Oxide
744	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromium Yeast/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Zinc Oxide/Γ-Oryzanol
745	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromium Yeast/Cyanocobalamin/Dl-Methionine/Ferrous Fumarate/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide
746	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Phytonadione/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide
747	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Pantothenate
748	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Oxide/Cyanocobalamin/Ferrous Sulfate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Zinc Oxide
749	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Oxide/Cyanocobalamin/Ferrous Sulfate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol/Zinc Sulfate
750	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Fursultiamine/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Zinc Oxide/Β-Carotene/Γ-Oryzanol
751	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Fursultiamine/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Zinc Oxide/Β-Carotene
752	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Fursultiamine/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Zinc Oxide/Β-Carotene
753	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Fursultiamine/Pantothenate
754	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Zinc Oxide
755	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide/Β-Carotene
756	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide/Β-Carotene
757	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cupric Sulfate/Ferrous Sulfate/Folic Acid/Ginseng/Magnesium Oxide/Manganese Sulfate
758	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Cyanocobalamin/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Ubidecarenone/Zinc Oxide
759	Ascorbic Acid/Biotin/Calcium Phosphate/Chromic Chloride/Cupric Oxide/Cyanocobalamin/Ergocalciferol/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Pantothenate
760	Ascorbic Acid/Biotin/Calcium Phosphate/Cupric Oxide/Cyanocobalamin/Ferrous Sulfate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Zinc Oxide
761	Ascorbic Acid/Biotin/Calcium Phosphate/Cupric Sulfate/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide
762	Ascorbic Acid/Biotin/Calcium Phosphate/Cupric Sulfate/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide/Γ-Oryzanol
763	Ascorbic Acid/Biotin/Calcium Phosphate/Cyanocobalamin/Folic Acid/Manganese Sulfate/Nicotinamide/Pantothenate/Polysaccharide Iron Complex/Pyridoxine/Riboflavin
764	Ascorbic Acid/Biotin/Calcium/Calcium Phosphate/Cholecalciferol/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Phytonadione/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide
765	Ascorbic Acid/Biotin/Calcium/Carbonyl Iron/Cholecalciferol/Cupric Oxide/Cyanocobalamin/Docusate/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Tocopherol/Zinc Oxide/Β-Carotene
766	Ascorbic Acid/Biotin/Calcium/Chondroitin Sulfate/Cupric Oxide/Cyanocobalamin/Ergocalciferol/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Zinc Sulfate
767	Ascorbic Acid/Biotin/Calcium/Corn Starch/Cyanocobalamin/Ferrous Sulfate/Folic Acid/Low Lactose Protein/Magnesium Carbonate/Maltodextrine/Nicotinamide/Pantothenate/Potassium Citrate/Pyridoxine/Riboflavin/Sodium Chloride/Soya Oil/Soybean/Sugar/Thiamine/Tocopherol/Vegetable Protein/Vitamine A/Whey Protein
768	Ascorbic Acid/Biotin/Calcium/Cupric Oxide/Cyanocobalamin/Ergocalciferol/Ferrous Fumarate/Folic Acid/Fursultiamine/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Chloride/Potassium Iodide/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Zinc Sulfate
769	Ascorbic Acid/Biotin/Calcium/Cyanocobalamin/Folic Acid/Magnesium Bicarbonate/Magnesium Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Zinc Citrate
770	Ascorbic Acid/Biotin/Carboxymethylcellulose/Coix Seed/L-Cysteine/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin
771	Ascorbic Acid/Biotin/Cholecalciferol/Choline Bitartrate/Cyanocobalamin/Folic Acid/Fursultiamine/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Ubidecarenone/Zinc Oxide/Β-Carotene
772	Ascorbic Acid/Biotin/Cholecalciferol/Chromium Yeast/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Phytonadione/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Zinc Oxide/Γ-Oryzanol
773	Ascorbic Acid/Biotin/Cholecalciferol/Chromium Yeast/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol
774	Ascorbic Acid/Biotin/Cholecalciferol/Cocarboxylase Tetrahydrate/Cyanocobalamin/Dexpanthenol/Folic Acid/Nicotinamide/Pyridoxine/Riboflavin/Vitamin A/Α-Tocopherol
775	Ascorbic Acid/Biotin/Cholecalciferol/Cupric Oxide/Cyanocobalamin/Dibasic Calcium Phosphate/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Phytonadione/Potassium Chloride/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Zinc Oxide
776	Ascorbic Acid/Biotin/Cholecalciferol/Cupric Oxide/Cyanocobalamin/Dibasic Calcium Phosphate/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Phytonadione/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Yeast Molybden/Zinc Oxide/Γ-Oryzanol
