DESC_ID	ingredient_name	translate_status	one_liner	one_liner_kr	bottom_line_en	bottom_line_kr	upside_en	upside_kr	downside_en	downside_kr	mechnism_en	mechnism_kr	pharmacist_tips	pharmacist_tips_kr
361	Insulin Detemir	2_검수(1차)	Lowers blood sugar.	혈당을 낮춰줍니다.	Levemir (insulin detemir) is an effective, long-acting insulin that provides all-day sugar control, but there are similar medications that can be used instead.	작용시간이 길어 하루 종일 혈당을 일관되게 조절해주는 효과적인 인슐린 입니다. 하지만 대체할 수 있는 다른 유사약물이 있습니다.		인슐린은 가장 효과적인 혈당 조절 약물이며, A1c를 2-3%가량 줄여줄 수 있습니다. 정확하게 사용한다면 고혈당으로 인한 장기나 혈관의 위해를 예방할 수 있습니다. 작용시간이 길어 하루 종일 혈당을 일관되게 조절해주는 효과적인 인슐린이며 저혈당 위험이 적습니다. 환자별 신체 필요에 따른 맞춤형 치료에 맞게 용량 조절을 쉽게 할 수 있습니다. 제 2형 당뇨환자가 일찍 인슐린 치료를 시작하면 당뇨의 진행을 늦추고, 인슐린 생성 세포를 유지할 수 있습니다. 간질환 및 신장질환 환자도 사용할 수 있습니다.		주사제입니다. 정기적으로 혈당검사를 받아야 합니다. 저혈당을 일으킬 수 있습니다. 피곤하거나, 체중이 증가하거나, 손, 발목 또는 발이 붓는 현상이 일어날 수 있습니다.	Levemir (insulin detemir) is a long-acting insulin medicine for diabetes. It acts like the insulin that your body naturally produces to process sugars and fats, and it keeps your blood sugar stable throughout the day.	***는 당뇨병에 쓰이는 장시간 작용하는 합성 인슐린입니다. 체내의 인슐린과 동일하게 작용하여 당과 지방을 분해해 주며 하루 종일 혈당을 일관되게 유지 해줍니다.		
362	Insulin Glargine	2_검수(1차)	Lowers blood sugar.	혈당을 낮춰줍니다.	Lantus (insulin glargine) is an effective, long-acting insulin that provides all-day blood sugar control, but it can cause low blood sugar levels, so be sure to have a source of sugar nearby.	***은 작용시간이 길어 하루 종일 혈당을 조절해주는 효과적인 인슐린 입니다. 하지만 저혈당을 일으킬 수 있기 때문에, 항상 당을 보충해 줄 수 있는 음식을 휴대해야합니다.		인슐린은 가장 효과적인 혈당 조절 약물이며 , A1c를 2-3%가량 줄여줄 수 있습니다. ***은 장시간 작용하는 인슐린으로써 하루에 한 번 또는 두 번 투여만으로도 하루 종일 혈당을 일관되게 조절해줍니다.환자마다 용량은 쉽게 조절될 수 있습니다. 간질환 및 신장질환 환자도 사용할 수 있습니다.		주사제입니다. 약이 제대로 작용하는지 확인하기 위해 정기적인 혈당검사가 수행되어야 합니다. 체중이 2~3kg가량 증가할 수 있습니다. 저혈당을 피하기 위해서 규칙적인 생활을 유지해야 합니다. 체중 이나 식사 패턴에 갑작스러운 변화가 발생하였을 경우 용량 변경이 필요할 수 있습니다.	Lantus (insulin glargine) is a long-acting synthetic insulin for diabetes. It acts the same way as the insulin your body produces to break down sugars and fats.	***은 당뇨병에 쓰이는 장시간 작용하는 합성 인슐린입니다. 체내의 인슐린과 동일하게 작용하여 당과 지방을 분해해 줍니다.		
363	Insulin Glulisine	2_검수(1차)	Controls blood sugar.	혈당을 낮춰줍니다.	Apidra (insulin glulisine) is an insulin that controls blood sugar during your meals, but you'll still have to follow your doctor's diet and exercise plan.	식사 동안의 혈당을 조절해주는 인슐린입니다. 식이요법과 운동이 병행되어야 합니다.		투여 후 15분 이내에 작용합니다. 65세 이상의 고령자나 4세이상 어린이에게 사용할 수 있습니다.		과거에 신장이나 간질환을 앓은적 있다면, ***의 투여 기간 동안 정기적으로 신장과 간 검사를 받게 될 것입니다. 주사제이므로, 주사 바늘을 무서워하는 사람들은 선호하지 않을수 있습니다.	Apidra (insulin glulisine) is an insulin that controls your blood sugar by turning the sugars you eat into energy or storing it in your body for future use.	***은 인슐린으로써 섭취한 당을 에너지나 저장 형태로 바꿔줌으로써 혈당을 조절 해줍니다.		
364	Insulin Lispro	2_검수(1차)	Lowers blood sugar.	혈당을 낮춰줍니다.	Humalog (insulin lispro) is a fast-acting insulin that controls blood sugar around meal times.	***은 빠르게 작용하는 인슐린으로써 식사로 인한 혈당을 조절해 줍니다.		***은 혈당을 낮추는 가장 효과적인 약입니다.식사 후의 혈당을 빠르게 조절해줍니다. 환자별 맞춤 식이요법에 맞춰 쉽게 용량 조절을 할 수 있습니다. 다른 당뇨약과는 다르게 간질환이나 신장질환 환자도 사용할 수 있습니다.		주사제입니다. 체중이 2~3kg가량 증가할 수 있습니다. 다른 당뇨약에 비해 저혈당이 일어날 위험이 높습니다. 하루종일 혈당 조절을 할 수 있을 정도로 효과가 장시간 지속되지 않습니다.	Humalog (insulin lispro) is a synthetic version of the insulin hormone. It acts like the insulin your body produces to process sugars and fats, and keep your blood sugar stable after meals.	***은 합성 인슐린 입니다. 체내의 인슐린과 동일하게 작용하여 당과 지방을 분해하고, 식사후 혈당을 안정화 시켜줍니다.		
365	Interferon Beta-1A	2_검수(1차)	Lowers the frequency of multiple sclerosis flares and delays disabilty.	다발성 경화증 발병 빈도 낮추며 악화를 늦춰줍니다.	Avonex (interferon beta-1a) helps manage multiple sclerosis by reducing flare ups and increasing periods of remission in between, but it may not work for all people.	***은 다발성 경화증의 재발을 낮추고 재발 간 기간을 늘려주지만 모든 사람에게 효과를 나타나지 않을 수 있습니다.		***은 다발성경화증의 악화와 병의 진행을 늦춰줍니다. ***은 다발성경화증 재발의 1차 치료제입니다. ***은 안전하며 다른 대체 주사제에 비해 일주일에 한번만 투여해도 됩니다.		주사제 입니다. 심장기능과 우울증을 악화시킬 수 있습니다.	Avonex (interferon beta-1a) is an interferon, which is a protein made by your body as part of its defense system. Interferons reduce the inflammation that damages nerves in multiple sclerosis.	***은 인터페론으로 신체의 방어시스템의 일환으로 만들어지는 단백질입니다. 인터페론은 다발성 경화증의 신경에 손상을 주는 염증을 줄여줍니다.		
366	Interferon Beta-1B	2_검수(1차)	Helps prevent multiple sclerosis flare-ups.	다발성 경화증의 재발 방지하거나 진행을 억제합니다.	Betaseron (Interferon beta-1b) is an injection that effectively treats relapsing multiple sclerosis. It's used every other day and has relatively few side effects.	***은 다발성 경화증의 재발을 효과적으로 치료하는 주사제입니다. 격일로 사용하며 부작용이 적습니다.		***은 종종 다른 유사한 주사제보다 효과가 좋습니다.		***은 주사제입니다. 혈구수를 모니터링 하기 위해 정기적으로 혈액검사를 받아야 할 수도 있습니다. ***은 자주 투여하지 않아도 되는 다른 유사약들과는 달리 격일마다 투여해야합니다. ***은 병원에서 링겔주사제로 투여되는 다른 대체약들보다 효과가 떨어집니다.	Betaseron (Interferon beta-1b) is an interferon, which is a protein made by your body as part of its defense system. Researchers don't know exactly how it works, but interferons activate your immune system to help control immune responses.	***은 인터페론으로 신체의 방어시스템의 일환으로 만들어지는 단백질입니다. 정확한 기전은 밝혀지지 않았지만 인터페론이 면역시스템을 활성화 시켜 면역반응을 조절하는것으로 보입니다.		
367	Interferon Γ	2_검수(1차)	Helps fight some infections and slows osteoporosis.	감염에 대항하며 골다공증 진행을 늦춰줍니다.	Actimmune (interferon gamma-1b) works well to fight infections like chronic granulomatous disease and slows the progression of osteoporosis, but it is expensive.	***은 만성 육아종증과 같은 감염에 효과적으로 대항하며, 골다공증의 진행을 늦춰줍니다.		연구결과 ***을 투여한 환자는 덜 심각한 감염을 보였습니다. 병원에 방문하는 횟수 및 시간이 줄어들었습니다. 유아, 어린이 청소년도 사용할 수 있습니다. 연구결과 ***이 심각한 골다공증 환자의 수명을 연장시켰습니다.		주사제입니다. 일주일에 3번 투여해야합니다. ***은 단독으로 감염을 예방하지 않기때문에 다른 항진균제나 항생제와 함께 사용해야합니다.	Actimmune (interferon gamma-1b) is a man-made protein that's similar to your body's own natural protein. It activates your immune system to help control immune responses that have gotten out of control.	***은 체내에서 만들어지는 단백질과 유사한 단백질로, 통제를 벗어난 면역반응을 조절할 수 있도록 면역 시스템을 활성화시킵니다.		
368	Ipratropium	2_검수(1차)	Relieves runny nose due to the common cold or allergies.	감기나 알레르기로 인한 맑은 콧물을 줄여줍니다.	Atrovent (ipratropium) is a good add-on treatment only when oral allergy medicines and steroid nasal sprays have not worked to control your runny nose, but the effects don't last long.	***은 맑은 콧물 조절에 경구복용 알레르기 약물이나 스테로이드 비강 스프레이가 효과가 없을 때 추가로 사용하는 약제입니다. 하지만 효과가 오래 지속되지 않습니다.		다른 알레르기약과는 달리 졸음을 유발하지 않습니다.대체로 내약성이 뛰어납니다. 3세 이상 어린이에게 안전하게 사용할 수 있습니다.		증상이 개선되기까지 1~2주 사용할 수 있습니다.  비강 스프레이는 감기에는 최대 4일동안, 알레르기에는 최대 3주동안만 사용할 수 있습니다. 효과가 오래 지속되지 않으므로 하루에 여러번 사용해야 합니다. 알레르기를 직접적으로 치료하지는 않습니다. 맑은 코와 더불어 코가 막히는 증상이나 재채기가 있다면 효과적이지 않습니다.	Atrovent (ipratropium) is an anticholinergic drug that blocks acetylcholine receptors in your airways to dry up mucus.	***은 항콜린제로 기관지의 아세틸콜린 수용체를 차단하여 점액을 마르게 합니다.		
369	Irbesartan	2_검수(1차)	Lowers blood pressure.	혈압을 낮춰줍니다.	Avapro (irbesartan) is a good blood pressure-lowering medicine that protects your kidneys and has few side effects.	***은 효과적인 고혈압약입니다. 신장을 보호해주며 부작용이 적습니다.		심장마비와 뇌졸중의 위험을 줄여줍니다.다른 고혈압약인 안지오텐신 변환효소(ACE) 억제제(리시노프릴 등)와 작용 기전은 비슷하지만, 기침, 얼굴 붓기 등의 부작용은 없습니다. 신장을 보호해주기 때문에 당뇨나 경증-중등도의 신장질환을 앓고 있는 환자들에게 좋습니다.사망 위험을 줄여주고 심장 손상을 예방해주기 때문에 심부전 환자에게 추천됩니다.히드로클로로티아지드(Hydrochlorothiazide)와 복합제인 정제로 이용가능합니다.		매년 혈액검사를 통해 ***이 몸에 미치는 영향을 확인해야 합니다. 임부에게 안전하지 않습니다.체내 칼륨 수치를 높일 수 있습니다.머리나 목 주변의 비정상적인 부종이 일어난다면 병원에 가야합니다. 18세 이하 소아 및 청소년에게는 효과와 안전성이 확립되지 않았습니다.	Avapro (irbesartan) is an angiotensin receptor blocker (ARB). It lowers blood pressure by blocking a chemical that tightens the blood vessels. This allows more blood and oxygen to get to your heart and other organs.	***은 안지오텐신 수용체 차단제(ARB) 입니다. 혈관을 수축시키는 화학물질을 억제함으로써 혈관이 이완되어 혈압이 낮아지고 더 많은 양의 혈액과 산소가 심장 및 다른 장기에 도달할 수 있게 해줍니다.		
370	Isavuconazonium	2_검수(1차)	Treats serious fungal infections.	심한 곰팡이 감염을 치료합니다.	Cresemba (isavuconazonium) is used to treat serious fungal infections as an alternative if you had problems with first choice medicines. However, it can be very expensive.	심한 진균(곰팡이균) 감염을 치료하고 1차 선택약 사용시 문제가 있었을 때 대체약으로써 사용합니다.		다른 항진균제(곰팡이 감염 치료제)와 달리, ***를 투여하는 동안 정기적인 혈액 검사를 할 필요가 없습니다.***는 다른 곰팡이 감염 치료제보다 부작용이 드물고 가볍습니다.처음 이틀이 지나면 ***을 하루에 한 번만 복용하면 됩니다.부정맥(심박수가 느리거나 비정상적임)과 관련된 증상이 있다면, ***는 심각한 곰팡이 감염 치료를 위한 좋은 선택약이 될 수 있습니다.주사제와 경구 투여 캡슐(먹는 캡슐약) 둘 다 사용 가능합니다.		***는 하루에 두 번 복용해야 합니다.***는 혈액, 근육, 간에 심각한 문제를 일으킬 수도 있습니다.신장 손상이 있는 경우 ***를 추천하지 않습니다.***는 오심, 구토, 식욕저하, 두통, 불안과 같은 부작용을 종종 일으킵니다.***는 콜레스테롤 수치와 혈당을 악화시킬 수 있습니다.	Cresemba (isavuconazonium) is an antibiotic, isuvaconazonium, that kills fungal infections by weakening its cells and stops the fungus from protecting itself.	***는 곰팡이 세포를 약화시키고 곰팡이가 스스로를 보호하는 것을 막음으로써 곰팡이 감염을 억제하는 항진균제입니다.		
371	Isocarboxazid	2_검수(1차)	Helps improve your mood.	기분을 개선해줍니다.	Marplan (isocarboxazid) is an antidepressant that only recommended if other medications haven't worked.	다른 약들이 효과가 없을 때만 쓰이는 항우울제입니다.		다른 약들이 효과가 없을때 쓰이는 항우울제입니다. 다른 유사한 약물들과 비교하여 부작용이 더 적습니다.		***의 복용 기간 동안 치즈나 숙성된 고기 섭취를 피해야합니다.***의 복용 기간 동안 카페인, 탄산음료 섭취를 피해야 합니다. 하루에 두 번 복용해야하므로 잊어버리기 쉽습니다.	Marplan (isocarboxazid) is a monoamine oxidase inhibitor. It slows the breakdown of different chemicals such as epinephrine, dopamine and serotonin in your brain that help improve your mood.	***은 모노아민 산화효소 억제제입니다. 뇌의 여러가지 화학물질( 에피네프린, 도파민, 세로토닌)의 분해를 늦춰 기분을 개선해줍니다.		
372	Isosorbide	2_검수(1차)	Relieves chest pain.	흉통을 완화해줍니다.	Isosorbide mononitrate is good for chest pain, but you have to be able to stick to your dosing schedule or it won't work as well.	***은 흉통 완화에 좋은 약이지만, 복용 일정을 철저히 지키지 않으면 효과가 없습니다.		심장 동맥 협착으로 인한 심장 관련 흉통(협심증)을 예방해줍니다.		시간이 지날 수록 내성이 생길수 있으므로 같은 용량에도 효과가 떨어질 수 있습니다. 내성을 방지하기 위해 복용 스케줄을 철저하게 지켜야합니다. 일반적으로 두통이 나타날 수 있으며 시간이 지나면 사라집니다. 하지만 일부 사람들은 두통이 심해지거나, 견디기 힘들 수 있습니다.	Isosorbide mononitrate is a nitrate. It dilates blood vessels all over the body. This makes it less work for the heart to pump, which relieves heart-related chest pain.	***은 질산염입니다. 몸 전체의 혈관을 확장시켜 심장의 펌프 기능 부담을 줄여주고 심장 관련 흉통을 완화 시켜줍니다.		
373	Isosorbide(no use)	2_검수(1차)	Relieves chest pain.	흉통을 완화해줍니다.	Isosorbide dinitrate is good for chest pain, but you have to be able to stick to your dosing schedule or it won't work as well.	***은 흉통 완화에 효과적이지만 복약 일정대로 정확하게 복용하지 않으면 효과가 떨어집니다.		심장 혈관이 좁아져서 일어나는 심장 관련 통증(협심증)을 예방하고 완화합니다.		시간이 지나면서 약에 내성이 생겨 동일 용량의 효과가 감소할 수 있습니다. 내성을 방지하기 위해 복약 일정대로 정확히 복용해야합니다. 두통이 일반적으로 나타나며 시간이 지나면서 몸이 약에 적응되면 사라집니다. 하지만 일부 사람들에게는 견디기 힘들 정도로 두통이 심각할 수 있습니다.	Isosorbide dinitrate is a nitrate. It dilates blood vessels all over the body. This makes it less work for the heart to pump, which relieves heart-related chest pain.	***은 질산염입니다. 전신의 혈관을 확장시켜 심장 펌프 기능의 부담을 줄여주어 심장 관련 통증(흉통)을 완화 시킵니다.		
374	Isotretinoin	2_검수(1차)	Treats severe acne.	심각한 여드름을 치료합니다.	Accutane (isotretinoin) works well against severe acne but has a lot of serious side effects. You will need to discuss the risks and benefits with your doctor.	***은 심각한 여드름 치료에 효과적이지만 심각한 부작용을 많이 일으킬 수 있습니다. 의사와 반드시 상의하에 사용해야합니다.		다른 약이 효과가 없는 여드름에 효과가 좋습니다. 대부분의 사람들은 치료 후에 피부가 깨끗해지며, *** 복용을 중지한 후에도 효과가 한동안 지속될 수 있습니다. 하루에 1회 혹은 2회만 복용하면 됩니다.		***은 혈당수치를 높일 수 있습니다. 따라서 혈당 수치를 자주 모니터링 해야할수 있습니다. 운동을 많이 한다면 뼈 골절 위험이 더 높아질 수 있습니다. 태아의 선천적 결손증(기형)을 일으킬 수 있습니다. 심각한 장 질환을 일으킬 수 있습니다. 설사, 혈변, 심한 배꼽부위 통증이 있다면 반드시 병원에 방문하십시오. 간에 손상을 일으킬 수 있으므로 정기적인 혈액검사를 받게됩니다.	Accutane (isotretinoin) is a medicine for severe acne that works by making oil glands in the skin smaller and produce less oil. It also keeps cells under the skin's surface from becoming tough.	***은 피부의 지방 분비선을 작게하여 기름의 생성을 감소시켜 심각한 여드름을 치료합니다. 또한 피부 표면 아래의 세포들이 거칠어지지 않도록 해줍니다.		
375	Itopride			위장관의 운동을 조절해 줍니다.		위장관 운동을 조절해 소화불량으로 인한 더부룩함, 복통에 효과적인 약이지만, 여러 부작용이 나타날 경우 전문가와 상담이 필요합니다.		***은 소화불량으로 인해 배가 더부룩하거나, 복통이 있는 경우 효과적인 약입니다.임산부도 쓸 수 있는 안전한 약입니다.		*** 복용으로 인해 설사, 변비 등의 부작용이 일어난다면 식사 후에 복용할 수 있습니다요실금 치료제, 파킨슨 치료제 등을 이미 복용하고 있다면 전문가와 상담 후 복용이 필요합니다.가슴이 커지거나 유즙이 분비되면 즉시 전문가에게 알려야 합니다.		위장운동을 억제하는 물질의 작용을 방해하여 위장운동을 활성화시키고 내용물의 배출을 쉽게 해 줍니다.		
376	Itraconazole	2_검수(1차)	Treats fungal infections.	진균(곰팡이균) 감염을 치료해줍니다.	Sporanox (itraconazole) is effective oral medication that treats many different kinds of fungal infections. However, it has the potential to interact with a lot of other medications and has a few serious but rare side effects.	***은 많은 다양한 종류의 진균 감염 치료에 쓰이는 효과적인 경구제제 입니다. 하지만 다른 많은 약물들과 상호작용 할 수 있으며, 드물지만 심각한 부작용을 일으킬 수 있습니다.		***은 많은 다양한 종류의 진균(곰팡이균) 감염을 효과적으로 치료합니다. 신장질환 환자도 사용할 수 있습니다.		액상제형의 경우 특히 메스꺼움, 설사 같은 위장관 부작용을 일으킬 수 있습니다. ***은 혈압을 높이고 팔다리에 부종을 일으킬 수 있기 때문에 울혈성 심부전 환자의 무좀과 같은 단순 진균 감염에는 추천되지 않습니다. ***은 사람마다 흡수율이 다르기 때문에 혈액검사를 통해 약물 수치를 확인해야 할 수도 있습니다.***은 알러지 반응, 간 독성, 신경통, 청력 감소등 심각한 부작용을 일으킬 수 있습니다. ***은 많은 약물 상호작용을 지니고 있습니다. 따라서 의사나 약사에게 현재 복용중인 모든 약물에 대해 알려주는 것이 좋습니다.	Sporanox (itraconazole) kills fungus by preventing it from making its protective cell wall.	***은 항진균제로 진균(곰팡이) 세포 방어벽을 생성을 억제하여 진균을 사멸시킵니다.		
377	Ivabradine	2_검수(1차)	Reduces hospitalization due to worsening heart failure.	악화된 심부전으로 인한 입원을 줄여줍니다.	Corlanor (ivabradine) can help keep you out of hospital, but won't reverse your condition or provide any long-term benefit.	퇴원 후 질병이 악화돼 다시 입원하는 것을 줄이는 데에 도움이 되지만, 질병을 치료하거나 장기간 사용 시의 이득은 없습니다.		부정맥을 앓고 있다면, ***은 심장 박동수를 줄여주는데 도움이 됩니다.***은 75세 이상의 노인에게도 안전하게 사용될 수 있습니다.		***은 하루 2회 아침과 저녁 식사 후 복용해야 합니다.심부전이 앓고 있는 모든 환자가 ***을 복용해야 하는 것은 아닙니다.***은 다른 많은 약과 건강기능식품의 작용을 방해합니다.***의 복용 중 맥박수가 분당 60회 이상이면 용량을 올려야 하며, 분당 50회 미만이면 용량을 줄여야 합니다. 심박수와 혈압을 측정하고 혈압 수치가 낮거나 어리러움이나 피로감을 느낀다면 담당 의사에게 알리셔야 합니다. 태아에게 심각한 영향을 줄 수 있으므로 임산부나 임신 계획 중이라면 ***의 복용에 관하여 담당 의사와 상의하셔야 합니다.	Corlanor (ivabradine) works on the electrical conduction of the heart to regulate heart rate.	***은 심장 박동수를 조절하는 심장의 전기적 반응 체계에 작용합니다.		
378	Ivermectin	2_검수(1차)	Treats infections caused by stomach worms and other parasites.	모양선충등의 기생충에 의한 감염에 쓰이는 구충제입니다.	Stromectol (ivermectin) is an antiparasitic, which you usually only need to take once to get rid of your infection.	***은 구충제로써 하루에 한 번 복용만으로도 효과를 나타냅니다.		***은 하루에 한 번 복용만으로도 구충효과를 나타냅니다.대부분의 사람에게서 부작용이 나타나지 않습니다.		모양선충 치료를 위해서 ***을 복용할 경우, 대변검사와 혈액검사를 통해 확실히 감염이 치료되었는지 확인해야 합니다. 매우 드문 종류의 기생춘 눈감염 치료를 위해서 ***을 복용할 경우 , 복용후 다시 의사를 찾아 진찰받아야 하며 완치를 위해 더 자주 약을 복용해야 할 수도 있습니다.와파린을 복용중이라면, ***을 복용할 경우 더 자주 혈액검사를 받아야 할 수 있습니다.	Stromectol (ivermectin) is an antiparasitic. It kills parasites by damaging their nerve and muscle cells so they can’t survive.	***은 구충제입니다. 기생충의 신경과 근육을 손상시켜 기생충을 사멸시킵니다.		
379	Ixazomib	2_검수(1차)	Treats multiple myeloma.	다발성 골수종을 치료해줍니다.	Ninlaro (ixazomib) is an effective medication for multiple myeloma in people who have received at least one other therapy, but it can have serious side effects.	한가지 이상의 다른 치료법을 받았던 다발성 골수종 환자에게 효과적인 치료제입니다. 그러나 심각한 부작용이 나타날 수 있습니다.		다발성 골수종 치료제 중에 처음으로 경구(입으로)로 복용 가능한 약이며, 1주일에 1번 먹어 편리합니다. 식사 1시간 전이나 식사 2시간 후 공복에 복용하도록 합니다. ***의 복용으로 다발성 골수종의 진행이 늦춰지고, 증상이 개선되었다는 연구 결과가 있습니다.		태아에게 유해하기 때문에 임산부나 임신을 계획하고 있는 사람에게 추천되지 않습니다.설사, 변비, 구역, 구토 등의 위장관 부작용은 흔히 나타날 수 있으며, 간혹 심각하게 나타날 수도 있습니다. 아주 드물게 간에 손상을 일으킬 수 있으므로, 황달(피부가 노랗게 변함), 우측 상복부에 통증이 있다면 담당 의사에게 알려야 합니다. 기존에 간과 신장이 좋지 않다면 부작용 발생 위험이 더 커집니다.몇몇 약들은 ***의 작용을 방해하기 때문에, 의사에게 현재 복용하고 있는 약을 알려줘야 합니다.	Ninlaro (ixazomib) is a proteasome inhibitor, which triggers cancer cells to self-destruct.	***은 프로테아좀을 억제해 암세포가 스스로를 파괴하여 효과를 나타냅니다.		
380	Ketoconazole	2_검수(1차)	Treats fungal infections.	진균(곰팡이) 감염을 치료해줍니다.	Nizoral (Ketoconazole) is a medication used on your skin to treat fungal infections; however, it takes several weeks for full recovery, and the directions are specific to each type of medication.	***은 피부 진균 감염을 치료하는 데 쓰입니다. 하지만 완전히 감염이 치료되는데 몇 주가 소요되며, 제형마다 특별한 사용법이 있습니다.		유아 지방관, 지루성 피부염, 어루러기 등 곰팡이가 일으키는 피부 질환에 1차 치료제로 쓰입니다. 샴푸나 크림제제는 경구로 복용되지 않으므로 간 손상을 일으키지 않습니다. 발적과 부종을 조절하기 위해 다른 약과 함께 사용할 수 있습니다.		샴푸 제형의 경우 5~10분 동안 방치 한 후 헹궈내야합니다. 감염이 완전히 사라지는데 몇 주가 걸릴 수 있으며, 피부가 원래대로 돌아오는 데는 몇 달이 걸릴 수 있습니다. 진균 감염은 다른 피부 감염과 헷갈릴 수 있으므로, ***이 효과가 없다면 다른 원인에 의한 피부질환 일 수 있습니다.	Nizoral (Ketoconazole) is an antifungal medicine. It prevents yeast and fungi from reproducing and making their protective outer cell wall.	***은 항진균제입니다. 효모와 진균이 번식하고 방어벽을 만드는 것을 억제합니다.		
381	Ketorolac	2_검수(1차)	Treats pain and inflammation.	소염진통제입니다.	Toradol (ketorolac) is a relatively strong NSAID and is a non-opioid medicine that relieves moderate to severe short term pain. However, it can increase your risk of bleeding so it should be used for the shortest time possible.	***은 비교적 효능이 강한 비스테로이드성 소염진통제입니다. 중등도 및 중증의 단기 통증을 완화해주는 비마약성 진통제입니다. 하지만 출혈 위험이 높아 질 수 있기 때문에 단기간만 사용해야 합니다.		통증과 염증 치료에 사용되는 비교적 효능이 강한 비스테로이드성 소염제입니다. 단기간 통증 치료에 마약성진통제을 대체하여 사용할 수 있습니다. 나잘스프레이 (비강분무제) 형태가 있으므로 주사제를 피하여 사용할 수 있습니다.		수술 후 통증등 단기간 통증에만 사용됩니다. ***은 출혈 위험을 높일 수 있기 때문에 위궤양이나 위장출혈이 있는 환자에게는 추천되지 않습니다. 심각한 신장질환이 있는 환자에게 금기입니다. 17세 미만 환자에게는 금기입니다.	Toradol (ketorolac) is a non-steroidal anti-inflammatory drug (NSAID). It stops your body from making substances that cause inflammation and pain.	***은 비스테로이드성 소염진통제 (NSAID)입니다. 염증과 통증을 일으키는 물질의 생성을 억제해줍니다.		
382	Ketotifen	2_검수(1차)	Relieves itchy eyes due to allergies.	알레르기 비염, 천식, 피부질환(아토피, 습진) 증상을 완화시킵니다.	Zaditor (ketotifen) is the first-choice OTC treatment for allergy-related itchy eyes, but it doesn't treat infections and may not help for more serious allergies.	천식 및 각종 알레르기 질환 치료제로 비교적 부작용이 적으나, 꾸준히 투여해야 합니다. 		졸음 등의 부작용이 다른 항히스타민약보다 상대적으로 적습니다.시럽제도 있어 소아에게 사용할 수 있습니다.		복용시 입마름 및 졸음이 올 수 있으므로 운전, 기계 조작시 주의해야 합니다.천식 환자는 천식 발작에 대비해 응급약을 소지할 것을 권장합니다.알러지 환자의 경우 증상이 사라져도 의사가 정한 기간동안 꾸준히 복용해야 합니다.투여기간동안 가능한 금주해야 합니다.	Zaditor (ketotifen) is an antihistamine and mast cell stabilizer. It stops your body from reacting to substances that irritate the eye.	케토티펜은 2세대 항히스타민제로 알레르기를 유발하는 히스타민의 작용을 방해하여 알레르기를 완화시킵니다.		
383	Lacosamide	2_검수(1차)	Controls partial seizures.	단순 부분발작을 제어해줍니다.	Vimpat (lacosamide) is considered a first choice medicine to control partial seizures, but it can be expensive since it's brand name.	간질발작 중 단순 부분발작을 치료하는 1차 치료제 입니다.		간질발작(뇌의 문제로 발생되는 발작)에 사용되는 1차 치료제입니다.간질을 조절하기 위해 단독으로 사용될 수도 있으며 다른약들과 함께 사용될 수도 있습니다.		단순 부분발작에면 유효하기 때문에, 다른 간질발작의 치료에는 사용될 수 없습니다.	Vimpat (lacosamide) is an amino acid. While it's not clear exactly how Vimpat (lacosamide) controls seizures, it helps to stabilize nerve cells. Seizures are caused by nerves that are too active.	***은 아미노산입니다. 어떻게 이 약이 간질발작을 제어하는지는 명확하지 않지만, ***은 신경세포들을 진정시키는데 도움을 줍니다. 간질발작은 신경세포들이 과다하게 활성될 경우 일어납니다.		
384	Lactobacillus casei var. rhamnosus			장 내 유해세균을 제거하여 복부 팽만감, 변비 및 설사 등을 줄여줍니다.		정장제로써 장내 유익균을 장까지 도달시켜주어 유해세균을 줄여줍니다.		설사, 복부팽만 등을 일으키는 장내 유해세균들을 죽이는 원인치료제입니다.항생제 및 화학요법제 치료로 인해 감소한 장내 유산균의 감소에도 효과가 있습니다.유산균제이기 때문에 어린이, 고령자 및 임산부도 복용 가능합니다.과립제제로도 제공되기 때문에 알약의 복용이 어려운 어린이 등의 환자들도 쉽게 복용할 수 있습니다.		장내 유해균에 의해 나타난 증상이 아니라면 효과가 없을 수 있습니다.장까지 유산균을 도달시키기 위한 코팅이 되어있기 때문에 보관 시 습기에 유의하여야 하며, 씹거나 부숴먹지 않아야 합니다.항생제 및 카페인과 함께 복용시 약의 효과가 감소하기 떄문에 2-3시간 이상의 충분한 시간을 두고 복용하여야 합니다.		***는 장내 유해한 세균들을 죽이는 유산균을 장까지 도달시켜주어 유해한 균에 의한 증상들을 줄여줍니다.		
