ing_form_id	ing_name_eng	ing_name_kr	form	desc_id	note	ing_id_id
835	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/비오틴/콜린타르타르산염/시아노코발라민/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/토코페롤/산화아연/Γ-오리자놀	내복제/정제, 저작정			694
836	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Ubidecarenone/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/비오틴/콜린타르타르산염/시아노코발라민/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/유비데카레논/산화아연/Γ-오리자놀	내복제/정제, 저작정			695
837	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Zinc Oxide	아스코르브산/벤포티아민/비오틴/콜린타르타르산염/시아노코발라민/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/산화아연	내복제/정제, 저작정			696
838	Ascorbic Acid/Benfotiamine/Biotin/Choline Bitartrate/Cyanocobalamin/Folic Acid/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Thiamine/Ubidecarenone/Zinc Oxide	아스코르브산/벤포티아민/비오틴/콜린타르타르산염/시아노코발라민/폴산/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/티아민/유비데카레논/산화아연	내복제/정제, 저작정			697
839	Ascorbic Acid/Benfotiamine/Biotin/Cyanocobalamin/Folic Acid/Fursultiamine/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/비오틴/시아노코발라민/폴산/푸르설티아민/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/우르소데옥시콜산/산화아연	내복제/정제, 저작정			698
840	Ascorbic Acid/Benfotiamine/Biotin/Cyanocobalamin/Folic Acid/Fursultiamine/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/비오틴/시아노코발라민/폴산/푸르설티아민/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/우르소데옥시콜산/산화아연	내복제/정제, 저작정			699
841	Ascorbic Acid/Benfotiamine/Biotin/Cyanocobalamin/Folic Acid/Fursultiamine/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/비오틴/시아노코발라민/폴산/푸르설티아민/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄/토코페롤/우르소데옥시콜산/산화아연	내복제/정제, 저작정			700
842	Ascorbic Acid/Benfotiamine/Biotin/Cyanocobalamin/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Tocopherol/Zinc Oxide	아스코르브산/벤포티아민/비오틴/시아노코발라민/폴산/산화마그네슘/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/셀레늄함유효모/토코페롤/산화아연	내복제/정제, 저작정			701
843	Ascorbic Acid/Benfotiamine/Calcium Phosphate/Cholecalciferol/Choline Bitartrate/Cyanocobalamin/D-Biotin/Dl-Methionine/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/인산칼슘/콜레칼시페롤/콜린타르타르산염/시아노코발라민/D-비오틴/DL-메티오닌/폴산/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/우르소데옥시콜산/산화아연/Γ-오리자놀	내복제/정제, 저작정			702
844	Ascorbic Acid/Benfotiamine/Calcium/Cholecalciferol/Choline Bitartrate/Cyanocobalamin/D-Biotin/Dibasic Calcium Phosphate/Magnesium Oxide/Pyridoxine/Riboflavin/Royal Jelly/Zinc Oxide/Β-Carotene	아스코르브산/벤포티아민/칼슘/콜레칼시페롤/콜린타르타르산염/시아노코발라민/D-비오틴/인산수소칼슘/산화마그네슘/피리독신/리보플라빈/로얄젤리/산화아연/Β-카로틴	내복제/정제, 저작정			703
845	Ascorbic Acid/Benfotiamine/Cholecalciferol/Choline Bitartrate/Chondroitin Sulfate/Cyanocobalamin/D-Biotin/Dibasic Calcium Phosphate/Folic Acid/Inositol/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Yeast Molybden/Zinc Oxide/Β-Carotene	아스코르브산/벤포티아민/콜레칼시페롤/콜린타르타르산염/콘드로이틴설페이트/시아노코발라민/D-비오틴/인산수소칼슘/폴산/이노시톨/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/우르소데옥시콜산/몰리브덴함유효모/산화아연/Β-카로틴	내복제/정제, 저작정			704
846	Ascorbic Acid/Benfotiamine/Cholecalciferol/Choline Bitartrate/Cyanocobalamin/D-Biotin/Ferrous Fumarate/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/콜레칼시페롤/콜린타르타르산염/시아노코발라민/D-비오틴/푸마르산철/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/토코페롤/우르소데옥시콜산/산화아연/Γ-오리자놀	내복제/정제, 저작정			705
847	Ascorbic Acid/Benfotiamine/Cholecalciferol/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Phytonadione/Pyridoxine/Riboflavin/Selenium Yeast/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜레칼시페롤/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피토나디온/피리독신/리보플라빈/셀레늄함유효모/우르소데옥시콜산/산화아연	내복제/정제, 저작정			706
848	Ascorbic Acid/Benfotiamine/Cholecalciferol/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/콜레칼시페롤/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/토코페롤/우르소데옥시콜산/산화아연/Γ-오리자놀	내복제/정제, 저작정			707
849	Ascorbic Acid/Benfotiamine/Cholecalciferol/Choline Bitartrate/D-Biotin/Folic Acid/Hydroxocobalamin/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxal Phosphate/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/콜레칼시페롤/콜린타르타르산염/D-비오틴/폴산/히드록소코발라민/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피리독살포스페이트/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/우르소데옥시콜산/산화아연/Γ-오리자놀	내복제/정제, 저작정			708
850	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamin/D-Biotin/Ferrous Fumarate/Folic Acid/Inositol/Pantothenate/Pyridoxine/Riboflavin/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/콜레칼시페롤/시아노코발라민/D-비오틴/푸마르산철/폴산/이노시톨/판토텐산/피리독신/리보플라빈/유비데카레논/우르소데옥시콜산/산화아연/Γ-오리자놀	내복제/정제, 저작정			709
851	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamin/D-Biotin/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜레칼시페롤/시아노코발라민/D-비오틴/폴산/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/우르소데옥시콜산/산화아연	내복제/정제, 저작정			710
852	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamin/D-Biotin/Inositol/Nicotinamide/Pantothenate/Pyridoxal Phosphate/Riboflavin/Selenium Yeast/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜레칼시페롤/시아노코발라민/D-비오틴/이노시톨/니코틴산아미드/판토텐산/피리독살포스페이트/리보플라빈/셀레늄함유효모/우르소데옥시콜산/산화아연	내복제/정제, 저작정			711
853	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamin/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Zinc Oxide/Β-Carotene	아스코르브산/벤포티아민/콜레칼시페롤/시아노코발라민/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/산화아연/Β-카로틴	내복제/정제, 저작정			712
854	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamin/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Tocopherol/Zinc Oxide	아스코르브산/벤포티아민/콜레칼시페롤/시아노코발라민/폴산/산화마그네슘/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/토코페롤/산화아연	내복제/정제, 저작정			713
855	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamin/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/콜레칼시페롤/시아노코발라민/폴산/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/우르소데옥시콜산/산화아연/Γ-오리자놀	내복제/정제, 저작정			714
856	Ascorbic Acid/Benfotiamine/Cholecalciferol/Cyanocobalamine/D-Biotin/Dibasic Calcium Phosphate/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide/Β-Carotene/Γ-Oryzanol	아스코르브산/벤포티아민/콜레칼시페롤/시아노코발라민/D-비오틴/인산수소칼슘/폴산/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/우르소데옥시콜산/산화아연/Β-카로틴/Γ-오리자놀	내복제/정제, 저작정			715
857	Ascorbic Acid/Benfotiamine/Cholecalciferol/Pyridoxine/Riboflavin/Selenium/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜레칼시페롤/피리독신/리보플라빈/셀레늄/유비데카레논/우르소데옥시콜산/산화아연	내복제/정제, 저작정			716
858	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Dl-Methionine/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/DL-메티오닌/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/우르소데옥시콜산/산화아연	내복제/정제, 저작정			717
859	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Fursultiamine/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/푸르설티아민/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/우르소데옥시콜산/산화아연	내복제/정제, 저작정			718
860	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Fursultiamine/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/푸르설티아민/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/우르소데옥시콜산/산화아연/Γ-오리자놀	내복제/정제, 저작정			719
861	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/우르소데옥시콜산/산화아연	내복제/정제, 저작정			720
862	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/우르소데옥시콜산/산화아연	내복제/정제, 저작정			721
863	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/우르소데옥시콜산/산화아연	내복제/정제, 저작정			722
864	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/우르소데옥시콜산/산화아연	내복제/정제, 저작정			722
865	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Ubidecarenone/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/유비데카레논/산화아연/Γ-오리자놀	내복제/정제, 저작정			723
866	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Ursodeoxycholic Acid/Γ-Oryzanol	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/이노시톨/니코틴산아미드/판토텐산/피리독신/리보플라빈/우르소데옥시콜산/Γ-오리자놀	내복제/정제, 저작정			724
867	Ascorbic Acid/Benfotiamine/Choline Bitartrate/Cyanocobalamin/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Tocopherol/Ubidecarenone/Γ-Oryzanol	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/토코페롤/유비데카레논/Γ-오리자놀	내복제/정제, 저작정			725
868	Ascorbic Acid/Benfotiamine/Choline Tartrate/Cyanocobalamin/D-Biotin/Folic Acid/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Thiamine/Ubidecarenone/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/콜린타르타르산염/시아노코발라민/D-비오틴/폴산/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/티아민/유비데카레논/산화아연/Γ-오리자놀	내복제/정제, 저작정			726
869	Ascorbic Acid/Benfotiamine/Cyanocobalamin/D-Biotin/Folic Acid/Fursultiamine/Inositol/Magnesium Oxide/Nicotinamide/Pantothenate/Pyridoxine/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide/Γ-Oryzanol	아스코르브산/벤포티아민/시아노코발라민/D-비오틴/폴산/푸르설티아민/이노시톨/산화마그네슘/니코틴산아미드/판토텐산/피리독신/리보플라빈/셀레늄함유효모/토코페롤/우르소데옥시콜산/산화아연/Γ-오리자놀	내복제/정제, 저작정			727
870	Ascorbic Acid/Benfotiamine/Cyanocobalamin/Pyridoxal Phosphate/Riboflavin/Tocopherol	아스코르브산/벤포티아민/시아노코발라민/피리독살포스페이트/리보플라빈/토코페롤	내복제/정제, 저작정			728
871	Ascorbic Acid/Betaine/Choline Bitartrate/Pyridoxine/Riboflavin/Thiamine/Tocopherol	아스코르브산/베타인/콜린타르타르산염/피리독신/리보플라빈/티아민/토코페롤	내복제/정제, 저작정			729
872	Ascorbic Acid/Biotin/Caffeine/Calcium Glycerophosphate/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Dexpanthenol/Ferrous Sulfate/Folic Acid/Ginkgo Biloba/Ginseng/Magnesium Glycerophosphate/Manganese Sulfate/Nicotinamide/Pyridoxine/Riboflavin/Selenium Yeast/Sodium Molybdate Dihydrate/Thiamine/Tocopherol/Vitamin A/Zinc Sulfate	아스코르브산/비오틴/카페인/글리세로인산칼슘/콜레칼시페롤/황산제이구리/시아노코발라민/덱스판테놀/황산제일철/폴산/은행/인삼/글리세로인산마그네슘/황산망간/니코틴산아미드/피리독신/리보플라빈/셀레늄함유효모/몰리브덴산나트륨/티아민/토코페롤/비타민 A/황산아연	내복제/연질캡슐제			730
873	Ascorbic Acid/Biotin/Calcium Gluconate/Cholecalciferol/Cyanocobalamin/Folic Acid/Magnesium Glycerophosphate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Thiamine/Tocopherol	아스코르브산/비오틴/글루콘산칼슘/콜레칼시페롤/시아노코발라민/폴산/글리세로인산마그네슘/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/티아민/토코페롤	내복제/정제, 저작정			731
874	Ascorbic Acid/Biotin/Calcium Phosphate/Calcium Phosphate Tribasic/Cholecalciferol/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Nicotinamide/Pantothenate/Phytonadione/Pyridoxine/Retinol/Riboflavin/ß-Carotene/Thiamine/Tocopherol/Zinc Oxide	아스코르브산/비오틴/인산칼슘/제삼인산칼슘/콜레칼시페롤/황산제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/니코틴산아미드/판토텐산/피토나디온/피리독신/레티놀/리보플라빈/ß-카로틴/티아민/토코페롤/산화아연	내복제/정제, 저작정			732
875	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Choline Bitartrate/Chromic Chloride/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Orotic Acid Monohydrate/Pantothenate/Phytonadione/Potassium Iodide/Potassium Sulfate/Pyridoxine/Retinol/Riboflavin/Selenium/Sodium Molybdate/ß-Carotene/Thiamine/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/콜린타르타르산염/염화크롬/황산제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/오로트산 Monohydrate/판토텐산/피토나디온/요오드화칼륨/황산칼륨/피리독신/레티놀/리보플라빈/셀레늄/몰리브덴산나트륨/ß-카로틴/티아민/토코페롤/우르소데옥시콜산/산화아연	내복제/정제, 저작정			733
876	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chondroitin Sulfate/Chromium Yeast/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Fursultiamine/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Tocopherol/Ubidecarenone/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/콘드로이틴설페이트/크롬함유효모/산화제이구리/시아노코발라민/푸마르산철/폴산/푸르설티아민/산화마그네슘/황산망간/니코틴산아미드/판토텐산/염화칼륨/피리독신/레티놀/리보플라빈/셀레늄함유효모/토코페롤/유비데카레논/우르소데옥시콜산/산화아연	내복제/정제, 저작정			734
877	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chondroitin Sulfate/Chromium Yeast/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Fursultiamine/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Tocopherol/Ursodeoxycholic Acid/Zinc Oxide	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/콘드로이틴설페이트/크롬함유효모/산화제이구리/시아노코발라민/푸마르산철/폴산/푸르설티아민/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피리독신/레티놀/리보플라빈/셀레늄함유효모/토코페롤/우르소데옥시콜산/산화아연	내복제/정제, 저작정			735
878	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromic Chloride/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Inositol/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Phytonadione/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Yeast Molybden/Zinc Oxide/Β-Carotene/Γ-Oryzanol	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/염화크롬/산화제이구리/시아노코발라민/푸마르산철/폴산/이노시톨/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피토나디온/염화칼륨/피리독신/레티놀/리보플라빈/셀레늄함유효모/티아민/토코페롤/몰리브덴함유효모/산화아연/Β-카로틴/Γ-오리자놀	내복제/정제, 저작정			736
879	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromic Chloride/Cupric Oxide/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Inositol/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Phytonadione/Potassium Chloride/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Yeast Molybden/Zinc Oxide/Β-Carotene/Γ-Oryzanol	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/염화크롬/산화제이구리/시아노코발라민/푸마르산철/폴산/이노시톨/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피토나디온/염화칼륨/피리독신/레티놀/리보플라빈/셀레늄함유효모/티아민/토코페롤/몰리브덴함유효모/산화아연/Β-카로틴/Γ-오리자놀	내복제/정제, 저작정			736
880	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromic Chloride/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Phytonadione/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium/Sodium Molybdate/ß-Carotene/Thiamine/Tocopherol/Zinc Oxide	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/염화크롬/황산제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/피토나디온/요오드화칼륨/피리독신/레티놀/리보플라빈/셀레늄/몰리브덴산나트륨/ß-카로틴/티아민/토코페롤/산화아연	내복제/정제, 저작정			737
881	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromic Chloride/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Chloride/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Sodium Molybdate/Thiamine/Tocopherol/Zinc Sulfate	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/염화크롬/황산제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/염화칼륨/요오드화칼륨/피리독신/레티놀/리보플라빈/셀레늄함유효모/몰리브덴산나트륨/티아민/토코페롤/황산아연	내복제/정제, 저작정			738
882	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromic Chloride/Cupric Sulfate/Cyanocobalamin/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Sodium Molybdate/Thiamine/Tocopherol/Zinc Oxide	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/염화크롬/황산제이구리/시아노코발라민/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/요오드화칼륨/피리독신/레티놀/리보플라빈/셀레늄함유효모/몰리브덴산나트륨/티아민/토코페롤/산화아연	내복제/연질캡슐제			739
883	Ascorbic Acid/Biotin/Calcium Phosphate/Cholecalciferol/Chromium Yeast/Cupric Sulfate/Cyanocobalamin/Ferrous Fumarate/Folic Acid/Magnesium Oxide/Manganese Sulfate/Nicotinamide/Pantothenate/Potassium Iodide/Pyridoxine/Retinol/Riboflavin/Selenium Yeast/Thiamine/Tocopherol/Ubidecarenone/Zinc Oxide/Γ-Oryzanol	아스코르브산/비오틴/인산칼슘/콜레칼시페롤/크롬함유효모/황산제이구리/시아노코발라민/푸마르산철/폴산/산화마그네슘/황산망간/니코틴산아미드/판토텐산/요오드화칼륨/피리독신/레티놀/리보플라빈/셀레늄함유효모/티아민/토코페롤/유비데카레논/산화아연/Γ-오리자놀	내복제/정제, 저작정			740
