id	created	modified	code	is_rep	name_en	name_kr	rep_code	one_liner
1050	2018-10-22 07:11:34.675473+00	2018-10-24 13:38:01.065923+00	B83.3	f	Syngamiasis	기관지선충증	B83	
1051	2018-10-22 07:11:34.678067+00	2018-10-24 13:38:01.345908+00	B83.4	f	Internal hirudiniasis	내부거머리증	B83	
1052	2018-10-22 07:11:34.680628+00	2018-10-24 13:38:01.65228+00	B83.8	f	Other specified helminthiases	기타 명시된 연충증	B83	
1053	2018-10-22 07:11:34.683075+00	2018-10-24 13:38:01.950785+00	B83.9	f	Helminthiasis, unspecified	상세불명의 연충증	B83	
1056	2018-10-22 07:11:34.691093+00	2018-10-24 13:38:02.586055+00	B85.0	f	Pediculosis due to Pediculus humanus capitis	머릿니에 의한 이감염증	B85	
1057	2018-10-22 07:11:34.693526+00	2018-10-24 13:38:02.916336+00	B85.1	f	Pediculosis due to Pediculus humanus corporis	몸니에 의한 이감염증	B85	
1058	2018-10-22 07:11:34.695931+00	2018-10-24 13:38:03.200107+00	B85.2	f	Pediculosis, unspecified	상세불명의 이감염증	B85	
1059	2018-10-22 07:11:34.698218+00	2018-10-24 13:38:03.481559+00	B85.3	f	Phthiriasis	사면발이증	B85	
1060	2018-10-22 07:11:34.700584+00	2018-10-24 13:38:03.838975+00	B85.4	f	Mixed pediculosis and phthiriasis	혼합 이감염증 및 사면발이증	B85	
1061	2018-10-22 07:11:34.703055+00	2018-10-24 13:38:04.117105+00	B86	t	Scabies	옴	B86	
1062	2018-10-22 07:11:34.705538+00	2018-10-24 13:38:04.397561+00	B87	t	Myiasis	구더기증	B87	
1063	2018-10-22 07:11:34.708011+00	2018-10-24 13:38:04.672361+00	B87.0	f	Cutaneous myiasis	피부구더기증	B87	
1064	2018-10-22 07:11:34.71042+00	2018-10-24 13:38:04.952547+00	B87.1	f	Wound myiasis	상처구더기증	B87	
1065	2018-10-22 07:11:34.712777+00	2018-10-24 13:38:05.232107+00	B87.2	f	Ocular myiasis	안구구더기증	B87	
1066	2018-10-22 07:11:34.715212+00	2018-10-24 13:38:05.541459+00	B87.3	f	Nasopharyngeal myiasis	비인두구더기증	B87	
1067	2018-10-22 07:11:34.717571+00	2018-10-24 13:38:05.832967+00	B87.4	f	Aural myiasis	귀구더기증	B87	
1068	2018-10-22 07:11:34.719997+00	2018-10-24 13:38:06.141137+00	B87.8	f	Myiasis of other sites	기타 부위의 구더기증	B87	
1069	2018-10-22 07:11:34.722717+00	2018-10-24 13:38:06.695132+00	B87.9	f	Myiasis, unspecified	상세불명의 구더기증	B87	
1070	2018-10-22 07:11:34.725063+00	2018-10-24 13:38:07.015987+00	B88	t	Other infestations	기타 감염	B88	
1071	2018-10-22 07:11:34.727499+00	2018-10-24 13:38:07.526587+00	B88.0	f	Other acariasis	기타 진드기증	B88	
1072	2018-10-22 07:11:34.729922+00	2018-10-24 13:38:08.036765+00	B88.1	f	Tungiasis [sandflea infestation]	모래벼룩증[모래벼룩감염]	B88	
1073	2018-10-22 07:11:34.732396+00	2018-10-24 13:38:08.547672+00	B88.2	f	Other arthropod infestations	기타 절지동물감염	B88	
1074	2018-10-22 07:11:34.734771+00	2018-10-24 13:38:08.828056+00	B88.3	f	External hirudiniasis	외부거머리증	B88	
1075	2018-10-22 07:11:34.73739+00	2018-10-24 13:38:09.363283+00	B88.8	f	Other specified infestations	기타 명시된 감염	B88	
1076	2018-10-22 07:11:34.740153+00	2018-10-24 13:38:09.649631+00	B88.9	f	Infestation, unspecified	상세불명의 감염	B88	
1013	2018-10-22 07:11:34.58084+00	2018-10-24 13:37:49.994727+00	B74.3	f	Loiasis	로아사상충증	B74	
1078	2018-10-22 07:11:34.745229+00	2018-10-22 07:11:34.745247+00	B90-B94	t	Sequelae of infectious and parasitic diseases	감염성 및 기생충질환의 후유증	B90-B94	
13104	2018-10-22 07:13:20.332026+00	2018-10-24 15:27:38.2239+00	Q37.0	f	Cleft hard palate with bilateral cleft lip	양쪽 구순열을 동반한 경구개열	Q37	
13153	2018-10-22 07:13:20.454795+00	2018-10-24 15:27:53.584852+00	Q42.2	f	Congenital absence, atresia and stenosis of anus w	누공을 동반한 항문의 선천성 결여, 폐쇄 및 협착	Q42	
1093	2018-10-22 07:11:34.782671+00	2018-10-22 07:11:34.78269+00	B95-B98	t	Bacterial, viral and other infectious agents	세균, 바이러스 및 기타 감염체	B95-B98	
13207	2018-10-22 07:13:20.608457+00	2018-10-24 15:28:11.064323+00	Q52.2	f	Congenital rectovaginal fistula	선천성 직장질루	Q52	
1085	2018-10-22 07:11:34.763226+00	2018-10-24 13:38:11.862735+00	B91	t	Sequelae of poliomyelitis	회색질척수염의 후유증	B91	
1086	2018-10-22 07:11:34.765701+00	2018-10-24 13:38:12.146475+00	B92	t	Sequelae of leprosy	나병의 후유증	B92	
1087	2018-10-22 07:11:34.768127+00	2018-10-24 13:38:12.468421+00	B94	t	Sequelae of other and unspecified infectious and p	기타 및 상세불명의 감염성 및 기생충성 질환의 후유증	B94	
1115	2018-10-22 07:11:34.839118+00	2018-11-09 06:39:01.89536+00	B96.81	f	Enterobacteriaceae as the cause of diseases classi	다른 장에서 분류된 질환의 원인으로서의 장내세균속균	B96	
1089	2018-10-22 07:11:34.773066+00	2018-10-24 13:38:13.059397+00	B94.1	f	Sequelae of viral encephalitis	바이러스뇌염의 후유증	B94	
1091	2018-10-22 07:11:34.777891+00	2018-10-24 13:38:13.340177+00	B94.8	f	Sequelae of other specified infectious and parasit	기타 명시된 감염성 및 기생충성 질환의 후유증	B94	
1092	2018-10-22 07:11:34.780287+00	2018-10-24 13:38:13.632402+00	B94.9	f	Sequelae of unspecified infectious or parasitic di	상세불명의 감염성 또는 기생충성 질환의 후유증	B94	
1094	2018-10-22 07:11:34.785201+00	2018-10-24 13:38:13.965159+00	B95	t	Streptococcus and staphylococcus as the cause of d	다른 장에서 분류된 질환의 원인으로서의 연쇄구균 및 포도구균	B95	
1095	2018-10-22 07:11:34.787772+00	2018-10-24 13:38:14.305301+00	B95.0	f	Streptococcus, group A, as the cause of diseases c	다른 장에서 분류된 질환의 원인으로서의 A군연쇄구균	B95	
1096	2018-10-22 07:11:34.790242+00	2018-10-24 13:38:14.590609+00	B95.1	f	Streptococcus, group B, as the cause of diseases c	다른 장에서 분류된 질환의 원인으로서의 B군연쇄구균	B95	
1097	2018-10-22 07:11:34.792709+00	2018-10-24 13:38:14.869138+00	B95.2	f	Streptococcus, group D and enterococcus, as the ca	다른 장에서 분류된 질환의 원인으로서의 D군연쇄구균 및 장내구균	B95	
1098	2018-10-22 07:11:34.795135+00	2018-10-24 13:38:15.14927+00	B95.3	f	Streptococcus pneumoniae as the cause of diseases 	다른 장에서 분류된 질환의 원인으로서의 폐렴연쇄구균	B95	
1099	2018-10-22 07:11:34.797716+00	2018-10-24 13:38:15.453903+00	B95.4	f	Other streptococcus as the cause of diseases class	다른 장에서 분류된 질환의 원인으로서의 기타 연쇄구균	B95	
1100	2018-10-22 07:11:34.800564+00	2018-10-24 13:38:15.733389+00	B95.5	f	Unspecified streptococcus as the cause of diseases	다른 장에서 분류된 질환의 원인으로서의 상세불명의 연쇄구균	B95	
1101	2018-10-22 07:11:34.803312+00	2018-10-24 13:38:16.034939+00	B95.6	f	Staphylococcus aureus as the cause of diseases cla	다른 장에서 분류된 질환의 원인으로서의 황색포도구균	B95	
1102	2018-10-22 07:11:34.805788+00	2018-10-24 13:38:16.331308+00	B95.7	f	Other staphylococcus as the cause of diseases clas	다른 장에서 분류된 질환의 원인으로서의 기타 포도구균	B95	
1103	2018-10-22 07:11:34.80829+00	2018-10-24 13:38:16.637608+00	B95.8	f	Unspecified staphylococcus as the cause of disease	다른 장에서 분류된 질환의 원인으로서의 상세불명의 포도구균	B95	
1104	2018-10-22 07:11:34.811213+00	2018-10-24 13:38:16.968535+00	B96	t	Other specified bacterial agents as the cause of d	다른 장에서 분류된 질환의 원인으로서의 기타 명시된 세균감염체	B96	
1105	2018-10-22 07:11:34.813998+00	2018-10-24 13:38:17.251748+00	B96.0	f	Mycoplasma pneumoniae [M.pneumoniae] as the cause 	다른 장에서 분류된 질환의 원인으로서의 폐렴마이코플라스마	B96	
1106	2018-10-22 07:11:34.816728+00	2018-10-24 13:38:17.551907+00	B96.1	f	Klebsiella pneumoniae [K.pneumoniae] as the cause 	다른 장에서 분류된 질환의 원인으로서의 폐렴막대균	B96	
1107	2018-10-22 07:11:34.81931+00	2018-10-24 13:38:17.831298+00	B96.2	f	Escherichia coli [E.coli] as the cause of diseases	다른 장에서 분류된 질환의 원인으로서의 대장균	B96	
1108	2018-10-22 07:11:34.821749+00	2018-10-24 13:38:18.277642+00	B96.3	f	Haemophilus influenzae [H.influenzae] as the cause	다른 장에서 분류된 질환의 원인으로서의 인플루엔자균	B96	
1109	2018-10-22 07:11:34.824107+00	2018-10-24 13:38:18.559497+00	B96.4	f	Proteus(mirabilis)(morganii) as the cause of disea	다른 장에서 분류된 질환의 원인으로서의 프로테우스 (미라빌리스)(모르가니)	B96	
1110	2018-10-22 07:11:34.826564+00	2018-10-24 13:38:18.891108+00	B96.5	f	Pseudomonas(aeruginosa) as the cause of diseases c	다른 장에서 분류된 질환의 원인으로서의 슈도모나스 (아에루기노사)	B96	
1111	2018-10-22 07:11:34.828987+00	2018-10-24 13:38:19.173312+00	B96.6	f	Bacillus fragilis [B. fragilis] as the cause of di	다른 장에서 분류된 질환의 원인으로서의 바실루스 프라질리스	B96	
1083	2018-10-22 07:11:34.758206+00	2019-03-19 06:57:13.752081+00	B90.8	f	Sequelae of tuberculosis of other organs	기타 기관의 결핵의 후유증	B90	
1084	2018-10-22 07:11:34.760814+00	2019-03-19 06:57:24.007437+00	B90.9	f	Sequelae of respiratory and unspecified tuberculos	호흡기 및 상세불명 결핵의 후유증	B90	
1112	2018-10-22 07:11:34.831355+00	2018-10-24 13:38:19.453825+00	B96.7	f	Clostridium perfringens [C. perfringens] as the ca	다른 장에서 분류된 질환의 원인으로서의 클로스트리듐 퍼프린젠스	B96	
1113	2018-10-22 07:11:34.833946+00	2018-10-24 13:38:19.815481+00	B96.8	f	Other specified bacterial agents as the cause of d	다른 장에서 분류된 질환의 원인으로서의 기타 명시된 세균감염체	B96	
1114	2018-10-22 07:11:34.836587+00	2018-10-24 13:38:20.102082+00	B96.80	f	Acinetobacter baumannii as the cause of diseases c	다른 장에서 분류된 질환의 원인으로서의 아시네토박터바우마니	B96	
13265	2018-10-22 07:13:20.750176+00	2018-12-03 02:49:06.31073+00	Q62.2	f	Congenital megaloureter	선천성 거대요관	Q62	
1116	2018-10-22 07:11:34.841556+00	2018-10-24 13:38:20.730175+00	B96.88	f	Other specified bacterial agents as the cause of d	다른 장에서 분류된 질환의 원인으로서의 기타 명시된 세균 감염체	B96	
1169	2018-10-22 07:11:41.714959+00	2018-10-24 13:38:21.008068+00	C05.9	f	Malignant neoplasm of palate, unspecified	상세불명의 구개의 악성 신생물	C05	
1090	2018-10-22 07:11:34.7755+00	2018-10-24 13:38:21.348888+00	B94.2	f	Sequelae of viral hepatitis	바이러스간염의 후유증	B94	
13228	2018-10-22 07:13:20.659822+00	2018-10-24 15:28:17.54601+00	Q55	t	Other congenital malformations of male genital org	남성생식기관의 기타 선천기형	Q55	
13266	2018-10-22 07:13:20.752658+00	2018-10-24 15:28:28.913698+00	Q62.3	f	Other obstructive defects of renal pelvis and uret	신우 및 요관의 기타 폐색성 결손	Q62	
1132	2018-10-22 07:11:41.621255+00	2018-10-22 07:11:41.621288+00	C00-D48	t	Neoplasms, C00-D48	Ⅱ. 신생물	C00-D48	
1133	2018-10-22 07:11:41.624856+00	2018-10-22 07:11:41.624879+00	C00-C97	t	Malignant neoplasms	악성 신생물	C00-C97	
1134	2018-10-22 07:11:41.627609+00	2018-10-22 07:11:41.627628+00	C00-C75	t	Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue	림프, 조혈 및 관련 조직을 제외한 특정 부위의, 원발성이라고 정해졌거나 또는 추정되는 악성 신생물	C00-C75	
1135	2018-10-22 07:11:41.630363+00	2018-10-22 07:11:41.630382+00	C00-C14	t	Malignant neoplasms of lip, oral cavity and pharynx	입술, 구강 및 인두의 악성 신생물	C00-C14	
9320	2018-10-22 07:12:58.680427+00	2018-11-07 03:17:22.600655+00	M54.4	f	Lumbago with sciatica	좌골신경통을 동반한 요통	M54	
1146	2018-10-22 07:11:41.657186+00	2018-11-08 06:33:12.594753+00	C01	t	Malignant neoplasm of base of tongue	혓바닥의 악성 신생물	C01	
1119	2018-10-22 07:11:34.849089+00	2018-11-09 04:38:55.135272+00	B97.1	f	Enterovirus as the cause of diseases classified to	다른 장에서 분류된 질환의 원인으로서의 엔테로바이러스	B97	
1120	2018-10-22 07:11:34.851628+00	2018-10-24 13:38:21.922694+00	B97.2	f	Coronavirus as the cause of diseases classified to	다른 장에서 분류된 질환의 원인으로서의 코로나바이러스	B97	
1121	2018-10-22 07:11:34.854132+00	2018-10-24 13:38:22.198725+00	B97.3	f	Retrovirus as the cause of diseases classified to 	다른 장에서 분류된 질환의 원인으로서의 레트로바이러스	B97	
1122	2018-10-22 07:11:34.856921+00	2018-10-24 13:38:22.474129+00	B97.4	f	Respiratory syncytial virus as the cause of diseas	다른 장에서 분류된 질환의 원인으로서의 호흡기세포융합바이러스	B97	
1123	2018-10-22 07:11:34.859421+00	2018-10-24 13:38:22.75721+00	B97.5	f	Reovirus as the cause of diseases classified to ot	다른 장에서 분류된 질환의 원인으로서의 레오바이러스	B97	
1124	2018-10-22 07:11:34.861752+00	2018-10-24 13:38:23.043703+00	B97.6	f	Parvovirus as the cause of diseases classified to 	다른 장에서 분류된 질환의 원인으로서의 파르보바이러스	B97	
1125	2018-10-22 07:11:34.864509+00	2018-10-24 13:38:23.324439+00	B97.7	f	Papillomavirus as the cause of diseases classified	다른 장에서 분류된 질환의 원인으로서의 유두종바이러스	B97	
1126	2018-10-22 07:11:34.866852+00	2018-10-24 13:38:23.60951+00	B97.8	f	Other viral agents as the cause of diseases classi	다른 장에서 분류된 질환의 원인으로서의 기타 바이러스감염체	B97	
1127	2018-10-22 07:11:34.869223+00	2018-10-24 13:38:23.890982+00	B98	t	Other specified infectious agents as the cause of 	다른 장에서 분류된 질환의 원인으로서의 기타 명시된 감염체	B98	
1128	2018-10-22 07:11:34.871944+00	2018-10-24 13:38:24.169776+00	B98.0	f	Helicobacter pylori[H.pylori] as the cause of dise	다른 장에서 분류된 질환의 원인으로서의 헬리코박터 파일로리균	B98	
1129	2018-10-22 07:11:34.874621+00	2018-10-24 13:38:24.447778+00	B98.1	f	Vibrio vulnificus as the cause of diseases classif	다른 장에서 분류된 질환의 원인으로서의 비브리오 불리피구스균	B98	
1130	2018-10-22 07:11:34.877201+00	2018-10-24 13:38:24.734779+00	B99	t	Other and unspecified infectious diseases	기타 및 상세불명의 감염성 질환	B99	
1137	2018-10-22 07:11:41.635189+00	2018-10-24 13:38:25.365617+00	C00.0	f	Malignant neoplasm of external upper lip	외부 윗입술의 악성 신생물	C00	
1148	2018-10-22 07:11:41.662084+00	2018-10-24 13:38:25.662714+00	C02.0	f	Malignant neoplasm of dorsal surface of tongue	혀 등쪽의 악성 신생물	C02	
1156	2018-10-22 07:11:41.682574+00	2018-10-24 13:38:25.943288+00	C03.0	f	Malignant neoplasm of upper gum	윗잇몸의 악성 신생물	C03	
1160	2018-10-22 07:11:41.692243+00	2018-10-24 13:38:26.271195+00	C04.0	f	Malignant neoplasm of anterior floor of mouth	앞쪽 입바닥의 악성 신생물	C04	
1165	2018-10-22 07:11:41.704943+00	2018-10-24 13:38:26.574841+00	C05.0	f	Malignant neoplasm of hard palate	경구개의 악성 신생물	C05	
1118	2018-10-22 07:11:34.846711+00	2018-10-24 13:38:26.856311+00	B97.0	f	Adenovirus as the cause of diseases classified to 	다른 장에서 분류된 질환의 원인으로서의 아데노바이러스	B97	
1131	2018-10-22 07:11:34.879757+00	2018-10-24 13:38:27.288538+00	B99	t	Other and unspecified infectious diseases	기타 및 상세불명의 감염성 질환	B99	
1138	2018-10-22 07:11:41.63769+00	2018-10-24 13:38:27.645833+00	C00.1	f	Malignant neoplasm of external lower lip	외부 아랫입술의 악성 신생물	C00	
1139	2018-10-22 07:11:41.640571+00	2018-10-24 13:38:27.953518+00	C00.2	f	Malignant neoplasm of external lip, unspecified	상세불명의 외부 입술의 악성 신생물	C00	
1140	2018-10-22 07:11:41.642975+00	2018-10-24 13:38:28.235201+00	C00.3	f	Malignant neoplasm of upper lip, inner aspect	윗입술, 내측의 악성 신생물	C00	
1141	2018-10-22 07:11:41.645355+00	2018-10-24 13:38:28.721589+00	C00.4	f	Malignant neoplasm of lower lip, inner aspect	아랫입술 내측의 악성 신생물	C00	
1143	2018-10-22 07:11:41.650031+00	2018-10-24 13:38:29.017106+00	C00.6	f	Malignant neoplasm of commissure of lip	입술연결부의 악성 신생물	C00	
1144	2018-10-22 07:11:41.652394+00	2018-10-24 13:38:29.298991+00	C00.8	f	Malignant neoplasm of overlapping lesion of lip	입술의 중복병변의 악성 신생물	C00	
1145	2018-10-22 07:11:41.654899+00	2018-10-24 13:38:29.644267+00	C00.9	f	Malignant neoplasm of lip, unspecified	상세불명의 입술의 악성 신생물	C00	
1149	2018-10-22 07:11:41.664656+00	2018-10-24 13:38:30.257538+00	C02.1	f	Malignant neoplasm of border of tongue	혀 가장자리의 악성 신생물	C02	
1150	2018-10-22 07:11:41.667232+00	2018-10-24 13:38:30.543337+00	C02.2	f	Malignant neoplasm of ventral surface of tongue	혀 배쪽면의 악성 신생물	C02	
1152	2018-10-22 07:11:41.672303+00	2018-10-24 13:38:30.82113+00	C02.4	f	Malignant neoplasm of lingual tonsil	혀편도의 악성 신생물	C02	
8902	2018-10-22 07:12:57.491762+00	2019-02-13 05:39:32.843455+00	M45	t	Ankylosing spondylitis	강직척추염	M45	
1154	2018-10-22 07:11:41.677266+00	2018-10-24 13:38:31.099921+00	C02.9	f	Malignant neoplasm of tongue, unspecified	상세불명의 혀의 악성 신생물	C02	
1155	2018-10-22 07:11:41.679954+00	2018-10-24 13:38:31.37703+00	C03	t	Malignant neoplasm of gum	잇몸의 악성 신생물	C03	
1157	2018-10-22 07:11:41.68492+00	2018-10-24 13:38:31.655855+00	C03.1	f	Malignant neoplasm of lower gum	아랫잇몸의 악성 신생물	C03	
1161	2018-10-22 07:11:41.694984+00	2018-10-24 13:38:32.408368+00	C04.1	f	Malignant neoplasm of lateral floor of mouth	옆쪽 입바닥의 악성 신생물	C04	
1163	2018-10-22 07:11:41.700152+00	2018-10-24 13:38:32.707658+00	C04.9	f	Malignant neoplasm of floor of mouth, unspecified	상세불명의 입바닥의 악성 신생물	C04	
1164	2018-10-22 07:11:41.702519+00	2018-10-24 13:38:33.003511+00	C05	t	Malignant neoplasm of palate	구개의 악성 신생물	C05	
1166	2018-10-22 07:11:41.707366+00	2018-10-24 13:38:33.330712+00	C05.1	f	Malignant neoplasm of soft palate	연구개의 악성 신생물	C05	
1167	2018-10-22 07:11:41.709831+00	2018-10-24 13:38:33.616234+00	C05.2	f	Malignant neoplasm of uvula	목젖의 악성 신생물	C05	
1504	2018-10-22 07:11:42.559381+00	2018-10-24 13:38:33.922754+00	C54.2	f	Malignant neoplasm of myometrim	자궁근의 악성 신생물	C54	
1210	2018-10-22 07:11:41.826265+00	2018-11-16 06:03:33.925509+00	C14.0	f	Malignant neoplasm of pharynx, unspecified	상세불명의 인두의 악성 신생물	C14	
1182	2018-10-22 07:11:41.749686+00	2018-11-08 06:41:49.315947+00	C09	t	Malignant neoplasm of tonsil	편도의 악성 신생물	C09	
1195	2018-10-22 07:11:41.784624+00	2018-11-08 06:45:59.396699+00	C11	t	Malignant neoplasm of nasopharynx	비인두의 악성 신생물	C11	
1203	2018-10-22 07:11:41.807469+00	2018-11-08 06:46:21.640843+00	C13	t	Malignant neoplasm of hypopharynx	하인두의 악성 신생물	C13	
1214	2018-10-22 07:11:41.836108+00	2018-11-08 07:01:42.097529+00	C15	t	Malignant neoplasm of oesophagus	식도의 악성 신생물	C15	
1175	2018-10-22 07:11:41.731024+00	2018-11-16 06:02:41.58216+00	C06.9	f	Malignant neoplasm of mouth, unspecified	상세불명의 입의 악성 신생물	C06	
13312	2018-10-22 07:13:20.864421+00	2018-12-03 02:54:02.838479+00	Q67	t	Congenital musculoskeletal deformities of head, fa	머리, 얼굴, 척추 및 흉부의 선천성 근골격변형	Q67	
13324	2018-10-22 07:13:20.893407+00	2018-12-03 03:03:43.362952+00	Q68.1	f	Congenital deformity of hand	손의 선천변형	Q68	
1213	2018-10-22 07:11:41.833579+00	2018-10-22 07:11:41.833599+00	C15-C26	t	Malignant neoplasms of digestive organs	소화기관의 악성 신생물	C15-C26	
1183	2018-10-22 07:11:41.753827+00	2018-10-24 13:38:34.4932+00	C09.0	f	Malignant neoplasm of tonsillar fossa	편도와의 악성 신생물	C09	
1188	2018-10-22 07:11:41.76689+00	2018-10-24 13:38:34.787315+00	C10.0	f	Malignant neoplasm of vallecula	후두계곡의 악성 신생물	C10	
1196	2018-10-22 07:11:41.787512+00	2018-10-24 13:38:35.076382+00	C11.0	f	Malignant neoplasm of superior wall of nasopharynx	비인두의 상벽의 악성 신생물	C11	
1204	2018-10-22 07:11:41.810877+00	2018-10-24 13:38:35.643243+00	C13.0	f	Malignant neoplasm of postcricoid region	후륜상연골부의 악성 신생물	C13	
1215	2018-10-22 07:11:41.838568+00	2018-10-24 13:38:35.928119+00	C15.0	f	Malignant neoplasm of cervical part of oesophagus	경부식도의 악성 신생물	C15	
1224	2018-10-22 07:11:41.860897+00	2018-10-24 13:38:36.210161+00	C16.0	f	Malignant neoplasm of cardia	분문의 악성 신생물	C16	
1226	2018-10-22 07:11:41.866185+00	2018-10-24 13:38:36.497449+00	C16.01	f	Malignant neoplasm of cardia, advanced	분문의 악성 신생물, 진행형	C16	
1227	2018-10-22 07:11:41.868686+00	2018-10-24 13:38:36.856454+00	C16.09	f	Malignant neoplasm of cardia, unspecified	분문의 악성 신생물, 상세불명	C16	
1228	2018-10-22 07:11:41.871043+00	2018-10-24 13:38:37.425497+00	C16.1	f	Malignant neoplasm of fundus of stomach	위의 저부의 악성 신생물	C16	
1505	2018-10-22 07:11:42.562271+00	2018-10-24 13:38:37.716681+00	C54.3	f	Malignant neoplasm of fundus uteri	자궁저부의 악성 신생물	C54	
1172	2018-10-22 07:11:41.723122+00	2018-10-24 13:38:38.011113+00	C06.1	f	Malignant neoplasm of vestibule of mouth	입전정의 악성 신생물	C06	
1174	2018-10-22 07:11:41.728265+00	2018-10-24 13:38:38.290927+00	C06.8	f	Malignant neoplasm of overlapping lesion of other 	입의 기타 및 상세불명 부분의 중복병변 의 악성 신생물	C06	
1179	2018-10-22 07:11:41.741452+00	2018-10-24 13:38:39.167571+00	C08.1	f	Malignant neoplasm of sublingual gland	혀밑샘의 악성 신생물	C08	
1180	2018-10-22 07:11:41.744048+00	2018-10-24 13:38:39.468766+00	C08.8	f	Malignant neoplasm of overlapping lesion of major 	주침샘의 중복병변 의 악성 신생물	C08	
1181	2018-10-22 07:11:41.746841+00	2018-10-24 13:38:39.749565+00	C08.9	f	Malignant neoplasm of major salivary gland, unspec	상세불명의 주침샘의 악성 신생물	C08	
1185	2018-10-22 07:11:41.759358+00	2018-10-24 13:38:40.341169+00	C09.8	f	Malignant neoplasm of overlapping lesion of tonsil	편도의 중복병변 의 악성 신생물	C09	
1186	2018-10-22 07:11:41.761987+00	2018-10-24 13:38:40.639854+00	C09.9	f	Malignant neoplasm of tonsil, unspecified	상세불명의 편도의 악성 신생물	C09	
1189	2018-10-22 07:11:41.769284+00	2018-10-24 13:38:41.299894+00	C10.1	f	Malignant neoplasm of anterior surface of epiglott	후두개의 앞면의 악성 신생물	C10	
1191	2018-10-22 07:11:41.774737+00	2018-10-24 13:38:41.579967+00	C10.3	f	Malignant neoplasm of posterior wall of oropharynx	입인두의 후벽의 악성 신생물	C10	
1192	2018-10-22 07:11:41.777128+00	2018-10-24 13:38:41.860087+00	C10.4	f	Malignant neoplasm of branchial cleft	아가미틈새의 악성 신생물	C10	
1194	2018-10-22 07:11:41.781922+00	2018-10-24 13:38:42.143528+00	C10.9	f	Malignant neoplasm of oropharynx, unspecified	상세불명의 입인두의 악성 신생물	C10	
1197	2018-10-22 07:11:41.790051+00	2018-10-24 13:38:42.734771+00	C11.1	f	Malignant neoplasm of posterior wall of nasopharyn	비인두의 후벽의 악성 신생물	C11	
1198	2018-10-22 07:11:41.792448+00	2018-10-24 13:38:43.057122+00	C11.2	f	Malignant neoplasm of lateral wall of nasopharynx	비인두의 측벽의 악성 신생물	C11	
1200	2018-10-22 07:11:41.797517+00	2018-10-24 13:38:43.338761+00	C11.8	f	Malignant neoplasm of overlapping lesion of nasoph	비인두의 중복병변 의 악성 신생물	C11	
1201	2018-10-22 07:11:41.799917+00	2018-10-24 13:38:43.652998+00	C11.9	f	Malignant neoplasm of nasopharynx, unspecified	상세불명의 비인두의 악성 신생물	C11	
1202	2018-10-22 07:11:41.802341+00	2018-10-24 13:38:43.938427+00	C12	t	Malignant neoplasm of pyriform sinus	이상동(梨狀洞)의 악성 신생물	C12	
1206	2018-10-22 07:11:41.816201+00	2018-10-24 13:38:44.256879+00	C13.2	f	Malignant neoplasm of posterior wall of hypopharyn	하인두의 후벽의 악성 신생물	C13	
1207	2018-10-22 07:11:41.81875+00	2018-10-24 13:38:44.545492+00	C13.8	f	Malignant neoplasm of overlapping lesion of hypoph	하인두의 중복병변 의 악성 신생물	C13	
1208	2018-10-22 07:11:41.821455+00	2018-10-24 13:38:44.833412+00	C13.9	f	Malignant neoplasm of hypopharynx, unspecified	상세불명의 하인두의 악성 신생물	C13	
1211	2018-10-22 07:11:41.828558+00	2018-10-24 13:38:45.429755+00	C14.2	f	Malignant neoplasm of waldeyer’s ring	발다이어고리의 악성 신생물	C14	
1216	2018-10-22 07:11:41.841057+00	2018-10-24 13:38:46.087898+00	C15.1	f	Malignant neoplasm of thoracic part of oesophagus	흉부식도의 악성 신생물	C15	
1217	2018-10-22 07:11:41.843659+00	2018-10-24 13:38:46.446323+00	C15.2	f	Malignant neoplasm of abdominal part of oesophagus	복부식도의 악성 신생물	C15	
1218	2018-10-22 07:11:41.84612+00	2018-10-24 13:38:46.849661+00	C15.3	f	Malignant neoplasm of upper third of oesophagus	식도의 상부 3분의1의 악성 신생물	C15	
1223	2018-10-22 07:11:41.85842+00	2019-02-12 07:22:55.450351+00	C16	t	Malignant neoplasm of stomach	위의 악성 신생물	C16	
1220	2018-10-22 07:11:41.85094+00	2018-10-24 13:38:47.133747+00	C15.5	f	Malignant neoplasm of lower third of oesophagus	식도의 하부 3분의1의 악성 신생물	C15	
1221	2018-10-22 07:11:41.853332+00	2018-10-24 13:38:47.419721+00	C15.8	f	Malignant neoplasm of overlapping lesion of oesoph	식도의 중복병변 의 악성 신생물	C15	
1225	2018-10-22 07:11:41.863469+00	2018-10-24 13:38:47.984695+00	C16.00	f	Malignant neoplasm of cardia, early	분문의 악성 신생물, 조기	C16	
1229	2018-10-22 07:11:41.87336+00	2018-10-24 13:38:48.267974+00	C16.10	f	Malignant neoplasm of fundus of stomach, early	위의 저부의 악성 신생물, 조기	C16	
1178	2018-10-22 07:11:41.739127+00	2018-10-24 13:38:34.207645+00	C08.0	f	Malignant neoplasm of submandibular gland	턱밑샘의 악성 신생물	C08	
13343	2018-10-22 07:13:20.941813+00	2018-10-24 15:28:52.260482+00	Q71.0	f	Congenital complete absence of upper limb(s)	팔의 선천성 완전결여	Q71	
